SEKVENS	KODE	NIVEAU	TITEL	GENERELLE_NOTER	INKLUDERER	INKLUDERER_OGSÅ	EKSKLUDERER	PARAGRAF	MÅLEENHED
1	5	1	Førskoleuddannelser						
2	510	2	Førskoleuddannelser						
3	51010	3	Vuggestue mv.						
4	5101010	4	Vuggestue						
5	1984	5	Vuggestue mv., førskoleuddannelse						
6	51020	3	Børnehave mv.						
7	5102010	4	Børnehave						
8	1985	5	Børnehave mv., førskoleuddannelse						
9	10	1	Grundskole						
10	1001	2	Ingen uddannelse						
11	100110	3	Ingen uddannelse Indv.udd						
12	10011010	4	Ingen uddannelse Indv.udd						
13	1	5	Ingen uddannelse ivu						
14	1010	2	Grundskole til og med 6. klasse						
15	101010	3	Grundskole til og med 6. klasse						
16	10101010	4	0. klasse						
17	1100	5	Børnehaveklasse						
18	1120	5	Børnehaveklasse						
19	10101011	4	1. klasse						
20	1101	5	1. klasse						
21	10101012	4	2. klasse						
22	1102	5	2. klasse						
23	10101013	4	3. klasse						
24	1103	5	3. klasse						
25	10101014	4	4. klasse						
26	1104	5	4. klasse						
27	10101015	4	5. klasse						
28	1105	5	5. klasse						
29	10101016	4	6. klasse						
30	1006	5	6. klasse						
31	1106	5	6. klasse						
32	1206	5	6. klasse						
33	10101020	4	Grundskole til og med 6. årgang						
34	200	5	1-6 år ivu						
35	1020	2	Grundskole 7.-9. klasse						
36	102010	3	Grundskole 7.-9. klasse						
37	10201010	4	7. klasse						
38	1007	5	7. klasse						
39	1107	5	7. klasse						
40	1207	5	7. klasse						
41	10201011	4	8.klasse						
42	1008	5	8. klasse						
43	1021	5	1. real						
44	1108	5	8. klasse						
45	1121	5	1. real						
46	1208	5	8. klasse						
47	1721	5	1. år, realkursus 3-årigt						
48	2508	5	8. klasse, efterskole						
49	10201012	4	9. klasse						
50	1009	5	9. klasse						
51	1022	5	2. real						
52	1109	5	9. klasse						
53	1122	5	2. real						
54	1209	5	9. klasse						
55	1509	5	1. år, grundsskolekursus 2-årigt						
56	1522	5	1. år, realkursus 2-årigt						
57	1722	5	2. år, realkursus 3-årigt						
58	2509	5	9. klasse, efterskole						
59	10201020	4	Grundskole 7.-9. årgang						
60	205	5	7-8 år ivu						
61	210	5	9-10 år ivu						
62	1030	2	Grundskole 10. klasse						
63	103010	3	Grundskole 10. klasse						
64	10301010	4	10. klasse						
65	1010	5	10. klasse						
66	1011	5	11. klasse						
67	1023	5	3. real						
68	1110	5	10. klasse						
69	1111	5	11. klasse						
70	1123	5	3. real						
71	1210	5	10. klasse						
72	1410	5	1-årigt grundskolekursus						
73	1423	5	1-årigt realkursus						
74	1510	5	2. år, grundsskolekursus 2-årigt						
75	1523	5	2. år, realkursus 2-årigt						
76	1723	5	3. år, realkursus 3-årigt						
77	2401	5	Efterskole una						
78	2510	5	10. klasse, efterskole						
79	2511	5	11. klasse, efterskole						
80	1040	2	Grundskolefag for voksne						
81	104010	3	Almen voksenuddannelse, enkeltfag						
82	10401010	4	Almen voksenuddannelse, enkeltfag						
83	9602	5	Fsu Folkeskolens udvidede afgangsprøve, enkeltfag						
84	9603	5	Fsa Folkeskolens afgangsprøve, enkeltfag						
85	9604	5	Almen voksenuddannelse, enkeltfag						
86	104020	3	Forberedende voksenuddannelse, enkeltfag						
87	10402010	4	Forberedende voksenuddannelse, enkeltfag						
88	9606	5	Forberedende voksenuddannelse, enkeltfag						
89	104030	3	Ordblindeundervisning for voksne						
90	10403010	4	Ordblindeundervisning for voksne						
91	9607	5	Ordblindeundervisning for voksne						
92	15	1	Forberedende uddannelser						
93	1510	2	Højskoleforløb						
94	151010	3	Folke- og ungdomshøjskolekurser						
95	15101010	4	Daghøjskoler						
96	2428	5	Daghøjskoler						
97	15101020	4	Ungdomshøjskolekursus						
98	2431	5	Ungdomshøjskolekursus, alment						
99	2432	5	Ungdomshøjskolekursus, andre						
100	15101030	4	Folkehøjskolekursus, alment						
101	2441	5	Folkehøjskolekursus, alment						
102	15101040	4	Folkehøjskolekursus, gymnastik / idræt						
103	2442	5	Folkehøjskolekursus, særlig gymnastik-/idrætskursus						
104	15101050	4	Folkehøjskolekursus for handicappede						
105	2445	5	Folkehøjskolekursus, særlig tilrettelagt for handicappede						
106	15101060	4	Folkehøjskolekursus, andre						
107	2443	5	Folkehøjskolekursus, håndarbejde og sløjd						
108	2444	5	Folkehøjskolekursus, forkursus sygepleje						
109	2446	5	Folkehøjskolekursus, pensionister						
110	2447	5	Folkehøjskolekursus, andre						
111	1520	2	Introducerende og erhvervsrettede forløb						
112	152010	3	Husholdnings- og håndarbejdskurser						
113	15201010	4	Husholdningskursus, alment						
114	2411	5	Husholdningskursus, alment						
115	15201020	4	Husholdningskursus, andre						
116	2413	5	Køkkenleder 1						
117	2415	5	Husholdningsskole, efteruddannelseskursus						
118	2417	5	Husholdningsskole, andre kurser						
119	15201030	4	Håndarbejdskursus						
120	2421	5	Håndarbejdskursus						
121	152020	3	Tekniske enkeltfag						
122	15202010	4	Tx-enkeltfag						
123	3942	5	Tx-enkeltfag						
124	152030	3	Tf-kurser mv.						
125	15203010	4	Tf-kurser mv.						
126	2472	5	Tf-landbrugsteknik						
127	3955	5	Tf-kursus una						
128	5015	5	Tf-kursus						
129	5016	5	Tf-kemiteknik						
130	5018	5	Tf-produktionsteknik						
131	5019	5	Tf-mejeriteknik						
132	5044	5	Tf-gartneriteknik						
133	5048	5	Tf-skibsteknik						
134	5049	5	Tf-tekstilteknik						
135	5051	5	Tf-byggeteknik						
136	5052	5	Tf-maskinteknik						
137	5053	5	Tf-stærkstrømsteknik						
138	5054	5	Tf-svagstrømsteknik						
139	5091	5	Laborant, forskole						
140	152040	3	Særlige ungdomsuddannelser						
141	15204010	4	Særlige ungdomsuddannelser						
142	2425	5	Særlig tilrettelagt ungdomsuddannelse (STU)						
143	2492	5	Kombineret ungdomsuddannelse						
144	2530	5	Den fri ungdomsuddannelse (FUU)						
145	4725	5	Erhvervsgrunduddannelse EGU						
146	4763	5	Forberedende grunduddannelse (FGU), basis, FVU-niveau						
147	4764	5	Forberedende grunduddannelse (FGU), basis, faglig introduktion						
148	4765	5	Forberedende grunduddannelse (FGU), almen grunduddannelse						
149	4766	5	Forberedende grunduddannelse (FGU), produktionsgrunduddannelse						
150	4767	5	Forberedende grunduddannelse (FGU), erhvervsgrunduddannelse						
151	152050	3	Andre erhvervsrettede forløb						
152	15205010	4	Kreativ basis, grafisk åben uddannelse						
153	1365	5	Kreativ basis, grafisk åben uddannelse (GÅU)						
154	15205020	4	Produktionsskole						
155	1901	5	Produktionsskole						
156	15205030	4	Erhvervsintroduktion, kurser						
157	1351	5	Erhvervsintroduktion, kurser for unge						
158	1352	5	Erhvervsintroduktion, langtidsledige						
159	1353	5	Erhvervsintroduktion, kurser for kvinder						
160	1354	5	Erhvervsintroduktion, eifu/eifl-kurser						
161	1355	5	Erhvervsintroduktion, erhv.dk indvandrere						
162	1356	5	Erhvervsintroduktion, kurser for 10.kl.						
163	1357	5	Erhvervsintroduktion, specialklasser						
164	1359	5	Erhvervsintroduktion, inspirationskurser						
165	4199	5	Ti teknisk introduktionskursus						
166	4202	5	Hi handel introduktionskursus						
167	20	1	Gymnasiale uddannelser						
168	2010	2	Alment gymnasiale uddannelser						
169	201010	3	Stx						
170	20101010	4	Stx						
171	1199	5	Stx						
172	20101011	4	Gymnasiet uden linieopdeling, 1.g.						
173	1040	5	1.g, matematisk-sproglig fælleslinie						
174	1140	5	1.g, matematisk-sproglig fælleslinie						
175	1196	5	1.g						
176	20101012	4	Gymnasiet uden linieopdeling, 2.g.						
177	1049	5	2.g, matematisk-sproglig fælleslinie						
178	1149	5	2.g, matematisk-sproglig fælleslinie						
179	1197	5	2.g						
180	20101013	4	Gymnasiet uden linieopdeling, 3.g.						
181	1069	5	3.g, matematisk-sproglig fælleslinie						
182	1097	5	Anden dansk studentereksamen						
183	1169	5	3.g, matematisk-sproglig fælleslinie						
184	1198	5	3.g						
185	20101020	4	Matematisk gymnasium						
186	1179	5	Matematisk gymnasium						
187	20101021	4	Matematisk gymnasium, 1.g.						
188	1041	5	1.g, matematisk linie						
189	1141	5	1.g, matematisk linie						
190	20101022	4	Matematisk gymnasium, 2.g.						
191	1051	5	2.g, matematisk-fysisk linie						
192	1052	5	2.g, matematisk-naturfaglig linie						
193	1143	5	2.g, matematisk linie						
194	1151	5	2.g, matematisk-fysisk linie						
195	1152	5	2.g, matematisk-naturfaglig linie						
196	1153	5	2.g, matematisk-samfundsfaglig linie						
197	1154	5	2.g, matematisk-musisk linie						
198	1155	5	2.g, matematisk forsøgslinie						
199	20101023	4	Matematisk gymnasium, 3.g.						
200	1070	5	3.g, matematisk linie una						
201	1071	5	3.g, matematisk-fysisk linie						
202	1072	5	3.g, matematisk-naturfaglig linie						
203	1073	5	3.g, matematisk-samfundsfaglig linie						
204	1145	5	3.g, matematisk linie						
205	1171	5	3.g, matematisk-fysisk linie						
206	1172	5	3.g, matematisk-naturfaglig linie						
207	1173	5	3.g, matematisk-samfundsfaglig linie						
208	1174	5	3.g, matematisk-musisk linie						
209	1175	5	3.g, matematisk forsøgslinie						
210	20101030	4	Sproglig gymnasium						
211	1189	5	Sproglig gymnasium						
212	20101031	4	Sproglig gymnasium 1.g.						
213	1042	5	1.g, sproglig linie						
214	1142	5	1.g, sproglig linie						
215	20101032	4	Sproglig gymnasium 2.g.						
216	1061	5	2.g, nysproglig linie						
217	1062	5	2.g, klassisksproglig linie						
218	1064	5	2.g, musiksproglig linie						
219	1144	5	2.g, sproglig linie						
220	1161	5	2.g, nysproglig linie						
221	1162	5	2.g, klassisksproglig linie						
222	1163	5	2.g, samfundssproglig linie						
223	1164	5	2.g, musiksproglig linie						
224	1165	5	2.g, sproglig forsøgslinie						
225	20101033	4	Sproglig gymnasium 3.g.						
226	1080	5	3.g, sproglig linie una						
227	1081	5	3.g, nysproglig linie						
228	1082	5	3.g, klassisksproglig linie						
229	1083	5	3.g, musiksproglig linie						
230	1084	5	3.g, musiksproglig linie						
231	1146	5	3.g, sproglig linie						
232	1181	5	3.g, nysproglig linie						
233	1182	5	3.g, klassisksproglig linie						
234	1183	5	3.g, samfundssproglig linie						
235	1184	5	3.g, musiksproglig linie						
236	1185	5	3.g, sproglig forsøgslinie						
237	201020	3	Hf						
238	20102010	4	Hf 2-årig						
239	1539	5	Hf						
240	1543	5	2-årig hf						
241	1549	5	HF-enkeltfag						
242	9014	5	Hf-/studenterfag, enkeltfag						
243	20102011	4	HF 2-årig, 1. år						
244	1031	5	1. hf						
245	1531	5	1. hf						
246	1541	5	1. hf						
247	20102012	4	HF 2-årig, 2. år						
248	1032	5	2. hf						
249	1532	5	2. hf						
250	1542	5	2. hf						
251	20102020	4	Hf 3-årig						
252	1540	5	3-årig hf						
253	20102021	4	HF 3-årig, 1. år						
254	1535	5	1. hf (3-årig)						
255	20102022	4	HF 3-årig, 2. år						
256	1536	5	2. hf (3-årig)						
257	20102023	4	HF 3-årig, 3. år						
258	1533	5	3. hf.						
259	1537	5	3. hf						
260	201030	3	Studenterkursus						
261	20103010	4	Studenterkursus uden linieopdeling						
262	1652	5	Studenterkursus						
263	20103011	4	Studenterkursus uden linieopdeling 1. år						
264	1650	5	1. år, studenterkursus						
265	20103012	4	Studenterkursus uden linieopdeling 2. år						
266	1651	5	2. år, studenterkursus						
267	20103020	4	Matematisk studenterkursus						
268	1879	5	Matematisk studenterkursus						
269	20103021	4	Matematisk studenterkursus 1. år						
270	1551	5	1. år, studenterkursus matematik-fysik						
271	1552	5	1. år, studenterkursus matematik-naturfag						
272	1553	5	1. år, studenterkursus matematik-samfundsfag						
273	1555	5	1. år, studenterkursus matematik-forsøg						
274	1559	5	1. år, studenterkursus matematik						
275	20103022	4	Matematisk studenterkursus 2. år						
276	1671	5	2. år, studenterkursus matematik-fysik						
277	1672	5	2. år, studenterkursus matematik-naturfag						
278	1673	5	2. år, studenterkursus matematik-samfundsfag						
279	1679	5	2. år, studenterkursus matematik						
280	20103030	4	Sproglig studenterkursus						
281	1889	5	Sproglig studenterkursus						
282	20103031	4	Sproglig studenterkursus 1. år						
283	1561	5	1. år, studenterkursus nysproglig						
284	1562	5	1. år, studenterkursus klassisksproglig						
285	1563	5	1. år, studenterkursus samfundsfag-sproglig						
286	1565	5	1. år, studenterkursus sproglig-forsøg						
287	1569	5	1. år, studenterkursus sproglig						
288	20103032	4	Sproglig studenterkursus 2. år						
289	1681	5	2. år, studenterkursus nysproglig						
290	1682	5	2. år, studenterkursus klassisksproglig						
291	1683	5	2. år, studenterkursus samfundsfag-sproglig						
292	1689	5	2. år, studenterkursus sproglig						
293	2020	2	Erhvervsrettede gymnasiale uddannelser						
294	202010	3	Hhx 1-årig						
295	20201010	4	Hhx 1-årig						
296	4008	5	Hhx, 1-årig						
297	202030	3	Hhx 3-årig						
298	20203010	4	Hhx 3-årig						
299	5090	5	Hhx, 3-årig						
300	20203011	4	Hhx 3-årig, 1. år						
301	3323	5	1.år, HHX kursus						
302	5028	5	1. år, hhx						
303	20203012	4	Hhx 3-årig, 2. år						
304	3324	5	2.år, HHX kursus						
305	5029	5	2. år, hhx						
306	20203013	4	Hhx 3-årig, 3. år						
307	5098	5	3. år, hhx						
308	202040	3	Htx						
309	20204010	4	Htx						
310	5080	5	Htx, 3-årig						
311	20204011	4	Htx, 1. år						
312	5081	5	1. år, htx						
313	20204012	4	Htx, 2. år						
314	5088	5	2. år, htx						
315	20204013	4	Htx, 3. år						
316	5092	5	3. år, htx						
317	5097	5	3. år, htx						
318	2030	2	Internationale gymnasiale uddannelser						
319	203010	3	Pre International Baccalaureate						
320	20301010	4	Pre International Baccalaureate						
321	1891	5	1.g, pre-IB						
322	203020	3	International Baccalaureate						
323	20302020	4	International Baccalaureate						
324	1899	5	International studentereksamen						
325	20302021	4	International Baccalaureate, 1. år						
326	1892	5	2.g, IB år 1						
327	20302022	4	International Baccalaureate, 2. år						
328	1893	5	3.g, IB år 2						
329	203040	3	Dansk-Fransk Bacalaurétte						
330	20304010	4	Dansk-Fransk Bacalaurétte						
331	1896	5	1. år, anden international studentereksamen						
332	1897	5	2. år, anden international studentereksamen						
333	1898	5	3. år, anden international studentereksamen						
334	203050	3	Andre udenlandske gymnasiale uddannelser						
335	20305010	4	Andre udenlandske gymnasiale uddannelser						
336	215	5	Studentereksamen mv., ivu						
337	1098	5	Udenlandsk studentereksamen						
338	25	1	Danskundervisning ved sprogcentre						
339	2510	2	Danskundervisning ved sprogcentre						
340	251011	3	Danskundervisning  Dansk 1						
341	25101111	4	Danskundervisning  Dansk 1						
342	1301	5	Dansk 1						
343	251012	3	Danskundervisning, Dansk 2						
344	25101212	4	Danskundervisning, Dansk 2						
345	1302	5	Dansk 2						
346	251013	3	Danskundervisning, Dansk 3						
347	25101313	4	Danskundervisning, Dansk 3						
348	1303	5	Dansk 3, almenprøve 2						
349	1304	5	Dansk 3, studieprøven						
350	251020	3	Danskundervisning, Arbejdsmarkedsrettet Dansk						
351	25102020	4	Danskundervisning, Arbejdsmarkedsrettet Dansk						
352	3319	5	Arbejdsmarkedsrettet Dansk						
353	251030	3	Danskundervisning, Dansk uoplyst						
354	25103030	4	Danskundervisning, Dansk uoplyst						
355	1305	5	Dansk uoplyst						
356	29	1	Erhvervsfaglige grundforløb						
357	2910	2	Omsorg, sundhed og pædagogik (OSP), grundforløb						
358	291010	3	Sundhed, omsorg og pædagogik, grundforløb						
359	29101010	4	Sundhed, omsorg og pædagogik, grundforløb						
360	3232	5	Sundhed, omsorg og pædagogik						
361	4709	5	Sundhed, indgangsår (gl)						
362	4739	5	Sundhed, omsorg og pædagogik						
363	2915	2	Kontor, handel og forretningsservice (KHF), grundforløb						
364	291510	3	Det merkantile område, grundforløb						
365	29151010	4	Det merkantile område, grundforløb						
366	3233	5	Kontor, handel og forretningsservice						
367	4001	5	Handelseksamen, almen linie						
368	4002	5	Handelseksamen, sproglig linie						
369	4003	5	Handelseksamen, regnskabslinie						
370	4004	5	Handelseksamen, butikslinie						
371	4198	5	Hg						
372	4200	5	Hg una						
373	4710	5	Det merkantile område						
374	4719	5	Handel og kontor, indgangsår (gl)						
375	291515	3	Bygnings- og brugerservice, grundforløb						
376	29151510	4	Bygnings- og brugerservice, grundforløb						
377	4711	5	Sikkerhed, indgangsår						
378	4732	5	Bygnings- og brugerservice						
379	2920	2	Fødevarer, jordbrug og oplevelser (FJO), grundforløb						
380	292010	3	Fødevarer, jordbrug og oplevelser, grundforløb						
381	29201010	4	Fra jord til bord, grundforløb						
382	3231	5	Fødevarer, jordbrug og oplevelser						
383	4706	5	Levnedsmiddel/husholdning, indgangsår (gl)						
384	4707	5	Jordbrug og fiskeri, indgangsår (gl)						
385	4715	5	Fra jord til bord						
386	29201015	4	Mad til mennesker, grundforløb						
387	4735	5	Mad til mennesker						
388	29201020	4	Dyr, planter og natur, grundforløb						
389	4733	5	Dyr, planter og natur						
390	29201025	4	Krop og stil, grundforløb						
391	4734	5	Krop og stil						
392	2925	2	Teknologi, byggeri og transport (TBT), grundforløb						
393	292510	3	Teknologi, byggeri og transport, grundforløb						
394	29251010	4	Bil, fly og andre transportmidler, grundforløb						
395	4730	5	Bil, fly og andre transportmidler						
396	29251015	4	Bygge og anlæg, grundforløb						
397	3234	5	Teknologi, byggeri og transport						
398	4701	5	Bygge og anlæg, indgangsår (gl)						
399	4713	5	Bygge og anlæg						
400	4731	5	Bygge og anlæg (ny)						
401	29251020	4	Håndværk og teknik, grundforløb						
402	4195	5	Teknik 2. skoleperiode						
403	4702	5	Jern og metal, indgangsår (gl)						
404	4704	5	Teknik og industri, indgangsår (gl)						
405	4714	5	Håndværk og teknik						
406	29251025	4	Medieproduktion, grundforløb						
407	4736	5	Medieproduktion						
408	29251030	4	Mekanik, transport og logistik, grundforløb						
409	4708	5	Transport, indgangsår (gl)						
410	4716	5	Mekanik, transport og logistik						
411	29251035	4	Produktion og udvikling, grundforløb						
412	4737	5	Produktion og udvikling						
413	29251040	4	Service, grundforløb						
414	4705	5	Service, indgangsår (gl)						
415	4717	5	Service						
416	29251045	4	Strøm, styring og it, grundforløb						
417	4738	5	Strøm, styring og IT						
418	29251050	4	Teknologi og kommunikation, grundforløb						
419	4703	5	Grafisk, indgangsår (gl)						
420	4712	5	Teknologi og kommunikation						
421	29251055	4	Transport og logistik, grundforløb						
422	4740	5	Transport og logistik						
423	30	1	Erhvervsfaglige uddannelser						
424	3010	2	Omsorg, sundhed og pædagogik (OSP)						
425	301010	3	Sundhed, omsorg og pædagogik uden nærmere angivelse						
426	30101010	4	Sundhed, omsorg og pædagogik uden nærmere angivelse						
427	320	5	Pædagogik, ivu (eud)						
428	3225	5	Omsorg, sundhed og pædagogik, Individuel EUD						
429	4124	5	Sundhed, omsorg og pædagogik, individuel eud						
430	301015	3	Pædagogiske uddannelser						
431	30101510	4	Pædagogisk assistentuddannelse						
432	4782	5	Pædagogisk assistentuddannelse (eud)						
433	5142	5	Pædagogisk grunduddannelse						
434	5443	5	Pædagogisk grunduddannelse PGU						
435	301020	3	Social- og sundhedsuddannelsen						
436	30102010	4	Social- og sundhedsuddannelse uden nærmere angivelse						
437	390	5	Social/sundhed, ivu (eud)						
438	4728	5	Social- og sundhedsuddannelsen una						
439	30102015	4	Social- og sundhedshjælper						
440	4780	5	Social- og sundhedshjælper (eud)						
441	5144	5	Social og sundhed, grundforløb						
442	5146	5	Plejer						
443	5147	5	Social- og sundhedshjælper						
444	9467	5	Hjemmehjælper						
445	30102020	4	Social- og sundhedsassistent						
446	4781	5	Social- og sundhedsassistent (eud)						
447	5148	5	Sygehjælper						
448	5149	5	Plejehjemsassistent						
449	5152	5	Social- og sundhedsassistent						
450	301025	3	Hospitalstekniske assistenter						
451	30102510	4	Hospitalsteknisk assistent						
452	4533	5	Audiologiassistent, hospitalsteknisk						
453	4534	5	Neurofysiologiassistent, hospitalsteknisk						
454	4542	5	Hospitalsteknisk assistent una						
455	301030	3	Tandklinikassistenter						
456	30103010	4	Tandklinikassistent						
457	4511	5	Tandklinikassistent						
458	301035	3	Sundhed, omsorg og pædagogik i øvrigt						
459	30103510	4	Sundhed, omsorg og pædagogik i øvrigt						
460	812	5	Faglærer i idræt (privat udd.)						
461	3780	5	Fodplejer opskoling						
462	4498	5	Optometrist (erhvervsfaglig)						
463	4561	5	Audiometrist						
464	4880	5	Defektrice						
465	5145	5	Beskæftigelsesvejleder						
466	5155	5	Fodterapeut						
467	9106	5	Kørelærer						
468	9468	5	Barneplejerske						
469	9573	5	Handelsfaglærereksamen						
470	9621	5	Mensendiecklærer						
471	3015	2	Kontor, handel og forretningsservice (KHF)						
472	301510	3	Merkantile uddannelser uden nærmere angivelse						
473	30151010	4	Merkantile uddannelser uden nærmere angivelse						
474	339	5	Handel/kontor, ivu (eud)						
475	3226	5	Kontor, handel og forretningsservice, Individuel EUD						
476	3910	5	Merkantile grundfag						
477	3915	5	Merkantile område- og specialefag						
478	4758	5	Merkantile område, individuel eud						
479	301515	3	Kontoruddannelser						
480	30151510	4	Kontoruddannelse, generel og med speciale						
481	4194	5	Kontoruddannelse, kontorservice						
482	4201	5	Kontoruddannelse una						
483	4977	5	Kontor, økonomi						
484	4978	5	Kontor, administration						
485	4979	5	Kontor, administration med IT						
486	4981	5	Kontor, all round						
487	4982	5	Kontor, korrespondance						
488	4983	5	Kontor, regnskab og revision						
489	4984	5	Kontor, offentlig administration						
490	4985	5	Kontor, rejsebranche						
491	4989	5	Kontor, kommune og amtskommune						
492	4991	5	Advokatsekretær						
493	4992	5	Kontor, spedition og shipping						
494	4996	5	Informatikassistent						
495	4997	5	Kontor, stat						
496	301520	3	Finansuddannelser						
497	30152010	4	Finansuddannelse						
498	3240	5	Bank og realkredit						
499	3241	5	Liv og Pension						
500	3242	5	Skadesforskikring						
501	4193	5	Finansuddannelsen						
502	4203	5	Finansuddannelse una						
503	4980	5	Kundemedarbejder						
504	4986	5	Pengeinstitut						
505	4987	5	Finansassistent						
506	4988	5	Forsikring						
507	4998	5	Realkredit						
508	301525	3	Detailhandelsuddannelser						
509	30152510	4	Detailhandelsuddannelse						
510	3238	5	Salgsassistent , dagligvarer						
511	3239	5	Salgsassistent , køkken og bad						
512	4901	5	Detail, babyudstyr og børnekonfektion						
513	4902	5	Detail, dameekvipering						
514	4903	5	Detail, herreekvipering						
515	4904	5	Detail, hvidevarer og sengeudstyr						
516	4905	5	Detail, fiskehandel						
517	4906	5	Detail, forbrugerelektronik						
518	4907	5	Detail, skibsproviantering						
519	4908	5	Detail, boligtekstil og montering						
520	4909	5	Detail, butiksmedhjælper						
521	4910	5	Detail, optik						
522	4911	5	Detail, boghandel						
523	4912	5	Detail, fotohandel						
524	4913	5	Detail, papirhandel						
525	4914	5	Detail, isenkram-værktøj						
526	4915	5	Detail, isenkram, glas og porcelæn						
527	4916	5	Detail, sport og camping						
528	4917	5	Detail, guld og sølv						
529	4918	5	Detail, Tv og radio						
530	4919	5	Detail, kolonial						
531	4920	5	Detail, viktualie						
532	4921	5	Detail, farve og tapet						
533	4922	5	Detail, materialhandel						
534	4923	5	Detail, blomster						
535	4924	5	Detail, sæbe og parfume						
536	4925	5	Detail, sko og læder						
537	4926	5	Detail, tekstil						
538	4927	5	Detail, møbler og boligudstyr						
539	4928	5	Detail, el-installation						
540	4929	5	Detail, legetøj og hobby						
541	4930	5	Detail, autohandel						
542	4931	5	Detail, vin og tobak						
543	4932	5	Dekoratør						
544	4933	5	Detail, hårde hvidevarer						
545	4934	5	Detailhandelsuddannelse una						
546	4937	5	Detail, byggemarked						
547	4938	5	Detail, salgsassistent						
548	4939	5	Detail, servicestation og kiosk						
549	4940	5	Detail, bager						
550	4941	5	Detail, kædebutik						
551	4942	5	Detail, frugt og grønt						
552	4943	5	Detail, musik-video-software						
553	4944	5	Detail, nærbutik						
554	4945	5	Detail, stormagasin						
555	4946	5	Digital handel						
556	301530	3	Handelsuddannelser						
557	30153010	4	Handelsuddannelse						
558	4580	5	Digital handel B2B						
559	4951	5	Engros, korn og foderstof						
560	4952	5	Engros, kolonial						
561	4953	5	Engros, manufaktur						
562	4954	5	Engros, trælast mv.						
563	4955	5	Engros, værktøj-maskiner						
564	4956	5	Engros, jern-stål						
565	4957	5	Engros, isenkram						
566	4958	5	Engros, auto -reservedele						
567	4959	5	Engros, landbrugsmaskiner						
568	4960	5	Engros, el-engros						
569	4961	5	Engros, vvs-branchen						
570	4962	5	Engros, tekstil						
571	4963	5	Logistikassistent						
572	4964	5	Indkøbsassistent						
573	4965	5	Handelsassistent, salg						
574	4966	5	Handelsassistent, service						
575	4967	5	Handelsuddannelse una						
576	4968	5	Handelsassistent, telekommunikation						
577	4969	5	Engros, storkundeprofil						
578	4970	5	Engros med detail						
579	4971	5	Engros, kontor all round						
580	301535	3	Kundekontaktcenteruddannelse						
581	30153510	4	Kundekontaktcenteruddannelse						
582	4196	5	Kontoruddannelse, kundekontaktcenter						
583	301540	3	Sundhedsservicesekretær						
584	30154010	4	Sundhedsservicesekretær						
585	4189	5	Sundhedsservicesekretær						
586	4990	5	Lægesekretær						
587	301545	3	Merkantile uddannelser i øvrigt						
588	30154510	4	Merkantile uddannelser i øvrigt						
589	2481	5	Blomsterdekoratørkursus						
590	3835	5	Pc-bruger						
591	3935	5	Ledere af håndværksvirksomhed, kursus						
592	3939	5	Iværksætteruddannelse						
593	3960	5	Sektoroverskridende, åben uddannelse						
594	3961	5	Indledende kurser til VVU						
595	3965	5	Blomsterbinder						
596	4010	5	Edb-assistent						
597	4994	5	Iværksætter						
598	4995	5	Edb-assistent 2-årig						
599	5200	5	Postelev						
600	5201	5	Teleelev						
601	5202	5	Postassistent						
602	5205	5	Toldbetjent						
603	5206	5	Toldassistent						
604	5207	5	Toldfaglig grunduddannelse						
605	5208	5	Toldsekretær						
606	5209	5	Toldfuldmægtig						
607	9215	5	Assurandøruddannelse						
608	9540	5	Forvaltningsfagligt grundkursus						
609	9622	5	Dansk kommunalkursus 1						
610	9623	5	Dansk kommunalkursus 2						
611	301550	3	Ejendoms- og anden service uden nærmere angivelse						
612	30155010	4	Ejendoms- og anden service uden nærmere angivelse						
613	360	5	Service, ivu (eud)						
614	4556	5	Bygnings- og brugerservice, individuel eud						
615	4762	5	Service, individuel eud						
616	301555	3	Ejendomsservicetekniker						
617	30155510	4	Ejendomsservicetekniker						
618	4557	5	Ejendomsservicetekniker, boligservice						
619	4558	5	Ejendomsservicetekniker, erhvervs- og institutionsservice						
620	4559	5	Ejendomsmedhjælper						
621	4560	5	Ejendomsservice una						
622	301560	3	Serviceassistentuddannelser						
623	30156010	4	Serviceassistentuddannelse						
624	4168	5	Hotel- og fritidsassistent						
625	4302	5	Bådserviceassistent						
626	4372	5	Hjemmeserviceassistent						
627	4373	5	Serviceassistent, hospitalservice						
628	4374	5	Fritidsserviceassistent						
629	4375	5	Serviceassistent, virksomhedsservice						
630	4381	5	Rengøringstekniker						
631	4402	5	Serviceassistent una						
632	4428	5	Kantinemedhjælper						
633	4430	5	Køkkenhjælper						
634	9386	5	Steward/stewardesse						
635	301565	3	Sikkerhedsvagt						
636	30156510	4	Sikkerhedsvagt						
637	4670	5	Sikkerhedsvagt						
638	5182	5	Sikkerhedsfunktionær						
639	3020	2	Fødevarer mv. (FJO)						
640	302010	3	Bager og konditor						
641	30201010	4	Bager og konditor						
642	3243	5	Bagværker						
643	4129	5	Håndværksbager						
644	4410	5	Kagekonditor						
645	4411	5	Kagekonditor med profil						
646	4412	5	Brødbager						
647	4413	5	Brødbager med profil						
648	4414	5	Bager og konditor una						
649	4440	5	Bager						
650	4441	5	Konditor						
651	4443	5	Møller						
652	4444	5	Chokolade- og konfektureassistent						
653	4578	5	Detailbager						
654	4879	5	Dropskoger						
