SEKVENS	KODE	NIVEAU	TITEL	GENERELLE_NOTER	INKLUDERER	INKLUDERER_OGSÅ	EKSKLUDERER	PARAGRAF	MÅLEENHED
1661	3649	5	Amu.lev, madfremstilling - institutionskøkkener						
1662	3689	5	Amu.lev, madfremstilling - restaurant, kantine og catering						
1663	3778	5	Amu.lev, mad til grupper med varierede behov for ernæring						
1664	3925	2	Jordbrug og natur, AMU						
1665	392510	3	Landbrug, AMU						
1666	39251010	4	Landbrug, AMU						
1667	2961	5	Amu.baj., jordbrugets euu						
1668	3640	5	Amu.mej, planteproduktion i landbruget						
1669	3641	5	Amu.mej, husdyrproduktion i landbruget						
1670	3881	5	Amu.mej, landbrugdsproduktionen						
1671	39251020	4	Dyrepasser, AMU						
1672	3159	5	Amu.mej, pasning af dyr						
1673	3642	5	Amu.mej, pasning af zoodyr, hobbydyr og fisk						
1674	392515	3	Gartneri, AMU						
1675	39251510	4	Gartneri, AMU						
1676	3666	5	Amu.mej, etablering og pleje af grønne områder og anlæg						
1677	3667	5	Amu.mej, produktion af og rådgivning om planteskoleplanter						
1678	3668	5	Amu.mej, produktion af og rådgivning om væksthusplanter						
1679	3771	5	Amu.mej, drift af gartneri, havecenter og planteskole						
1680	392525	3	Skov- og natur, AMU						
1681	39252510	4	Skov- og natur, AMU						
1682	3674	5	Amu.mej, skovbrug og landskabsdrift						
1683	3799	5	Amu.mej, skov- og naturforvaltning og naturformidling						
1684	392540	3	Jordbrug og natur i øvrigt, AMU						
1685	39254010	4	Jordbrug og natur i øvrigt, AMU						
1686	280	5	Jordbrug/fiskeri, ivu (amu)						
1687	3935	2	Byggeriområdet, AMU						
1688	393510	3	Bygge og anlæg uden nærmere angivelse, AMU						
1689	39351010	4	Bygge og anlæg uden nærmere angivelse, AMU						
1690	253	5	Bygge/anlæg, ivu (amu)						
1691	2913	5	Amu.ind., teknikere mv.						
1692	2955	5	Amu.baj., isoleringsfaget						
1693	2956	5	Amu.baj., asfaltbranchen						
1694	3615	5	Amu.bai, stilladsmontage						
1695	3625	5	Amu.bai, vejbygning og belægninger						
1696	3631	5	Amu.bai, anlægskonstruktioner og råhuse						
1697	3633	5	Amu.bai, boringer på land og jordbundsundersøgelser						
1698	3637	5	Amu.bai, aptering af bygninger mv.						
1699	3643	5	Amu.bai, kloakering						
1700	3644	5	Amu.bai, isolering af tekniske anlæg						
1701	3645	5	Amu.bai, projektering, sagsbeh., reg. og teknisk salg						
1702	3651	5	Amu.met, teknisk design og tegning i industrien						
1703	3684	5	Amu.ind, montage af lettere industriprodukter						
1704	3736	5	Amu, overgangsordnings FKB						
1705	3753	5	Amu.bai, anlægsarbejder						
1706	3761	5	Amu.met, opbygning og drift af offshore installationer						
1707	3762	5	Amu.bai, beton- og montagebyggeri						
1708	3763	5	Amu.bai, bygge- og anlægsopgaver i lettere/tungere materialer						
1709	3766	5	Amu.bai, industriel fremstilling af betonvarer/ -elementer						
1710	3779	5	Amu.met, teknisk dokumentation i industriel produktion						
1711	3868	5	Amu bai, planlægning, styring og samarbejde i bygge & anlæg						
1712	393520	3	Bygningsmaler, AMU						
1713	39352010	4	Bygningsmaler, AMU						
1714	2950	5	Amu.baj., malerfaget						
1715	3605	5	Amu.bai, maling og overfladebehandling bygninger m.v.						
1716	393530	3	Murer, AMU						
1717	39353010	4	Murer, AMU						
1718	2951	5	Amu.baj., murer og stenhugger						
1719	3764	5	Amu.bai, gulvlægning og vådrumsopgaver med vådrumssikring						
1720	393540	3	Tømrer mv., AMU						
1721	39354010	4	Tømrer mv., AMU						
1722	2908	5	Amu.ind., snedker og tømrer						
1723	2952	5	Amu.baj., snedker og tømrer						
1724	393545	3	Vvs-teknik, AMU						
1725	39354510	4	Vvs-teknik, AMU						
1726	2916	5	Amu.ind., fyringsteknik						
1727	2960	5	Amu.baj., vvs-branchen						
1728	3690	5	Amu.eli, blikkenslagerarbejde						
1729	3691	5	Amu.eli, servicering af varme og sanitet						
1730	3694	5	Amu.eli, Installation service - varme-vand-afløb vvs-området						
1731	3697	5	Amu.eli, industrielle rørsystemer og anlæg						
1732	3709	5	Amu.met, varmeteknisk område (fyrede anlæg)						
1733	3884	5	Amu.eli, vvs-installationer og vedvarende energiløsninger						
1734	393550	3	Tagdækker, AMU						
1735	39355010	4	Tagdækker, AMU						
1736	3621	5	Amu.bai, tagdækning o.lign. med tagpap, membraner og folier						
1737	393555	3	Byggeriområdet i øvrigt, AMU						
1738	39355510	4	Byggeriområdet i øvrigt, AMU						
1739	2911	5	Amu.ind., træindustrien						
1740	3285	5	Amu.træ, møbelproduktion, halvfabrikata, bygningskomponenter mv.						
1741	3699	5	Amu.træ, bolig- og autointeriørmontering						
1742	3700	5	Amu.træ, massivtræmøbel						
1743	3702	5	Amu.træ, savværk og halvfabrikata						
1744	3703	5	Amu.træ, vinduer, døre og bygningskomponenter						
1745	3704	5	Amu.træ, plademøbel						
1746	3767	5	Amu.bai, konstruktion og montage med glas og aluminium						
1747	3781	5	Amu.træ, produktion af møbler, orgler, døre, vinduer mv.						
1748	3940	2	Teknologiområdet, strøm og elektronik mv., AMU						
1749	394010	3	Strøm og elektronik uden nærmere angivelse, AMU						
1750	39401010	4	Strøm og elektronik uden nærmere angivelse, AMU						
1751	2902	5	Amu.ind., teknik-fremstilling-elektronik						
1752	2910	5	Amu.ind., el-faget						
1753	2953	5	Amu.baj., tekniske installationer						
1754	2958	5	Amu.baj., byggeri og energi						
1755	3175	5	Amu.eli, gas- og oliefyrede installationer						
1756	3626	5	Amu.met, elektronik- og svagstrømsteknisk område						
1757	3654	5	Amu.eli, el-forsyningsanlæg						
1758	3655	5	Amu.eli, bygningers el-installationer og antennemontage						
1759	3657	5	Amu.eli, intelligente bygningsinstallationer og CTS-anlæg						
1760	3658	5	Amu.eli, sikrings- og alarmteknik						
1761	3672	5	Amu.ind, montage af elektronik						
1762	3685	5	Amu.ind, elektroniske komponenter og produkter						
1763	3788	5	Amu.ind, operatøropgaver i el-forsyning						
1764	3886	5	Amu.ind, belysningsanlæg						
1765	3887	5	Amu.eli, bygningers el-installationer						
1766	394015	3	Automatik og automationsproces, AMU						
1767	39401510	4	Automatik og automationsproces, AMU						
1768	3291	5	Amu.ind, fremstilling af præcisionsprint og automatisk produktion						
1769	3603	5	Amu.met, automatik- og procesteknisk område						
1770	3652	5	Amu.eli, elektrisk automation på aut.- maskiner og anlæg						
1771	3653	5	Amu.eli, elevatorteknik						
1772	3710	5	Amu.ind, betjening og programmering industrirobotter						
1773	3791	5	Amu.ind, betjening af industrirobotter for operatører						
1774	394020	3	Data- og kommunikationsteknik, AMU						
1775	39402010	4	Data- og kommunikationsteknik, AMU						
1776	3627	5	Amu.met, data- og kommunikationsteknisk område						
1777	3659	5	Amu.eli, tele- og datateknik						
1778	394040	3	Strøm og elektronik i øvrigt, AMU						
1779	39404020	4	Teater-, udstillings- og eventteknik, AMU						
1780	2986	5	Amu.htf., teaterteknik						
1781	3789	5	Amu.met, teater-, udstillings- og eventområdet						
1782	39404030	4	Maritime, AMU						
1783	3365	5	Amu.eli, maritime el-installationer						
1784	3945	2	Teknologiområdet, grafisk teknik og medieproduktion, AMU						
1785	394515	3	Film- og tv-produktion, AMU						
1786	39451510	4	Film- og tv-produktion, AMU						
1787	2971	5	Amu.htf., filmoperatør						
1788	3609	5	Amu.adm, foto-, film-, tv- og redaktionel produktion						
1789	394530	3	Grafisk teknik, AMU						
1790	39453010	4	Grafisk teknik, AMU						
1791	255	5	Grafisk, ivu (amu)						
1792	2909	5	Amu.ind., fotograffaget						
1793	2912	5	Amu.ind., grafisk euu						
1794	2981	5	Amu.htf., pressefotograf						
1795	3613	5	Amu.adm, produktion af trykt og digital kommunikation						
1796	3727	5	Amu ind, fremstilling af hybride print						
1797	3787	5	Amu.met, udvikling og produktion til digitale medier						
1798	3808	5	Amu.adm. produktion af kommunikations- og medieprodukter						
1799	3950	2	Teknologiområdet, cykel-, auto- og skibsmekanik mv., AMU						
1800	395015	3	Cykel-, auto- og skibsmekanik mv., AMU						
1801	39501510	4	Auto, cykel- og motorcykelmekanik, AMU						
1802	3705	5	Amu.met, cykelmekanisk område						
1803	3741	5	Amu.met, køretøjsområdet						
1804	3786	5	Amu.met, cykel-, knallert- og motorcykeltekniske område						
1805	4051	5	Amu.met, cykel-, knallert- og motorcykeltekniske område						
1806	39501520	4	Entreprenør- og landbrugsmaskinmekanik, AMU						
1807	2954	5	Amu.baj., teknikere sala-jordbrug						
1808	2957	5	Amu.baj., entreprenører						
1809	3602	5	Amu.bai, anvendelse af entreprenørmateriel						
1810	3635	5	Amu.mej, maskiner og teknik landbruget						
1811	3706	5	Amu.met, entreprenør- og landbrugstekniske område						
1812	39501525	4	Flymekanik, AMU						
1813	3604	5	Amu.met, flyteknisk område						
1814	39501535	4	Skibsmekanik, AMU						
1815	3608	5	Amu.ind-met, skibsbygningstekniske område						
1816	39501540	4	Karosseriteknik, AMU						
1817	3740	5	Amu.met, karrosseritekniske område						
1818	3955	2	Teknologiområdet, maskinteknik og produktion, AMU						
1819	395510	3	Maskinteknik og produktion uden nærmere angivelse, AMU						
1820	39551060	4	Maskinteknik og produktion uden nærmere angivelse, AMU						
1821	258	5	Teknik/industri i øvrigt, ivu (amu)						
1822	2915	5	Amu.ind., kartonnage og papir						
1823	3678	5	Amu.ind, procesindustriel produktion af non-food produkter						
1824	3680	5	Amu.ind, arbejdets organisering ved produktion i industrien						
1825	3686	5	Amu.ind, forsynings- og distributionssektorerne						
1826	3743	5	Amu.met, vedligehold af produktionsudstyr i metalindustrien						
1827	3754	5	Amu ind, montage af lettere industriprodukter						
1828	3776	5	Amu ind, metrologi i metalindustrien						
1829	3784	5	Amu.ind, postale produkter og processer						
1830	3792	5	Amu.ind, arbejdets organisering ved produktion i industrien						
1831	3796	5	Amu ind, produktion af elektronikprodukter						
1832	395520	3	Industrioperatører og produktører, AMU						
1833	39552010	4	Laboratorieteknik - kemisk industri, AMU						
1834	2917	5	Amu.ind., laborantuddannelse						
1835	2924	5	Amu.ind., procesindustri						
1836	2926	5	Amu lab./tekn., laboratorieteknik						
1837	3648	5	Amu.ind, laboratorieservice						
1838	3675	5	Amu.ind, fremstilling af medicinalvarer og -produkter						
1839	3725	5	Amu.ind, medicinfremstilling						
1840	3758	5	Amu.ind, procesindustriel produktion						
1841	39552020	4	Tekstil- og beklædningshåndværk, AMU						
1842	2900	5	Amu.ind., beklædnings- og tekstilindustri						
1843	2921	5	Amu.ind., polstermøbler og sko						
1844	3664	5	Amu.ind, beklædnings- og textilområdet						
1845	395530	3	Køle- og oliefyrsteknik, AMU						
1846	39553010	4	Køleteknik, AMU						
1847	3364	5	Amu.eli, køleautomatik og varmepumper						
1848	3656	5	Amu.eli, service på hvidevare- og køleautomatik						
1849	3671	5	Amu.ind, køle- og klimaanlæg						
1850	3693	5	Amu.eli, installation og service af klima og ventilation						
1851	3707	5	Amu.met, køleteknisk område						
1852	3708	5	Amu.met, klimateknisk område						
1853	3751	5	Amu.ind, produktion af køle- og klimaanlæg						
1854	395535	3	Smede, AMU						
1855	39553515	4	Guld- og sølvsmede, AMU						
1856	3606	5	Amu.met, guld- og sølvsmedeområdet						
1857	39553525	4	Jern og metal, AMU						
1858	254	5	Jern/metal, ivu (amu)						
1859	2905	5	Amu.ind., metalindustri						
1860	2914	5	Amu.ind., metalindustrien specialarb.						
1861	2925	5	Amu.ind., fællesplan metalindustrien						
1862	3610	5	Amu.met, smedeteknisk område						
1863	3650	5	Amu.ind-met, svejsning og termisk skæring i metal						
1864	3669	5	Amu.ind, overfladebehandling stålkonstruktioner						
1865	3670	5	Amu.ind, spåntagende metalindustri						
1866	3712	5	Amu.ind, pladebearbejdende metalindustri						
1867	3713	5	Amu.ind, industriel overfladebehandling						
1868	3759	5	Amu.ind, metalindustriel bearbejdning						
1869	3794	5	Amu.rustfri, arbejde i den rustfrie stålindustri						
1870	3795	5	Amu.ind, overfladebehandling						
1871	3882	5	Amu.ind-met, svejsning, skæring og maritim produktion i metal						
1872	395545	3	Værktøjsuddannelser, AMU						
1873	39554510	4	Værktøjsuddannelser, AMU						
1874	3624	5	Amu.met, maskin- og værktøjsområdet						
1875	395550	3	Plastområdet, AMU						
1876	39555010	4	Plastområdet, AMU						
1877	2920	5	Amu.ind., plastindustrien						
1878	3681	5	Amu.ind, plastområdet - hærdeplast						
1879	3682	5	Amu.ind, plastområdet - plastsvejsning						
1880	3683	5	Amu.ind, plastområdet - termoplast						
1881	3756	5	Amu.ind, fremstilling af produkter i plast						
1882	3757	5	Amu.ind, plastsvejsning						
1883	395590	3	Maskinteknik og produktion i øvrigt, AMU						
1884	39559010	4	Maritime håndværksfag, AMU						
1885	3739	5	Amu.met, de maritime håndværksfag						
1886	39559020	4	Låseteknik, AMU						
1887	3742	5	Amu.met, låseteknik						
1888	39559030	4	Urmager, AMU						
1889	2975	5	Amu.htf., urmagerfaget						
1890	3661	5	Amu.srv, urmageri						
1891	39559040	4	Optikerfag, AMU						
1892	2974	5	Amu.htf., optikerfaget						
1893	3662	5	Amu.srv, optometri						
1894	39559050	4	Støberiteknik, AMU						
1895	3622	5	Amu.ind-met, støberiteknisk område						
1896	3783	5	Amu.ind-met, støberi- og metalskrotningsindustri						
1897	3965	2	Transport og logistikområdet, AMU						
1898	396510	3	Transport og logistik uden nærmere angivelse, AMU						
1899	39651010	4	Transport og logistik uden nærmere angivelse, AMU						
1900	3599	5	Amu.trp, transportoptimering						
1901	3601	5	Amu.met, transportteknisk område						
1902	3614	5	Amu.adm, handel og logistik						
1903	3616	5	Amu.adm, spedition og shipping						
1904	396515	3	Lager-, havne- og terminalområdet, AMU						
1905	39651510	4	Havne- og terminalområdet, AMU						
1906	3135	5	Amu.trp, lager, terminal og logistik						
1907	3715	5	Amu.trp, grundkompetence lager og terminal						
1908	3716	5	Amu.trp, lager og logistik						
1909	3723	5	Amu.trp, transportarbejde i lufthavne						
1910	3724	5	Amu.trp, havn og terminal						
1911	396535	3	Chauffør, AMU						
1912	39653510	4	Chauffør mv., personbefordring, AMU						
1913	3714	5	Amu.trp, grundkompetence chauffør - bus						
1914	3720	5	Amu.trp, redning						
1915	3722	5	Amu.trp, specialbefordring af personer						
1916	3729	5	Amu.trp, grundkompetence chauffør - taxi						
1917	3731	5	Amu.trp, personbefordring med bybus, rutebil og taxi						
1918	3772	5	Amu.trp, national og international personbefordring med bus						
1919	3871	5	Amu.trp, personbefordring med bybus og rutebil						
1920	3873	5	Amu.trp, personbefordring med letbane						
1921	3874	5	Amu. trp, personbefordring med metro og letbane						
1922	3883	5	Amu.trp, personbefordring med mindre køretøjer						
1923	39653515	4	Chauffør mv., vejgodstransport, AMU						
1924	3719	5	Amu.trp, flytning og møbeltransport						
1925	3728	5	Amu.trp, grundkompetence chauffør - gods						
1926	3730	5	Amu.trp, godstransport ad landevej						
1927	3773	5	Amu.trp, transport af levende dyr						
1928	3777	5	Amu.trp, tanktransport						
1929	396540	3	Transport- og logistik i øvrigt, AMU						
1930	39654010	4	Transport- og logistik i øvrigt, AMU						
1931	285	5	Transport mv., ivu (amu)						
1932	2982	5	Amu.htf., transport og logistik						
1933	3287	5	Amu.trp, klargøring af og tunnelkørsel med togmateriel						
1934	3611	5	Amu.bai, spildevandsbehandling						
1935	3639	5	Amu.bai, nedrivning og affaldshåndtering						
1936	3665	5	Amu.ind, travers-portalkran-riggerområdet						
1937	3717	5	Amu.trp, klargøring af togmateriel						
1938	3718	5	Amu.trp, renovation						
1939	3721	5	Amu.trp, post						
1940	3732	5	Amu.trp, lastbilkran						
1941	3733	5	Amu.trp, mobilkran						
1942	3734	5	Amu.trp, vintertjeneste						
1943	3749	5	Amu.ind, betjening af travers-portalkran-riggerudstyr						
1944	3990	2	Andre arbejdsmarkedsuddannelser, AMU						
1945	399010	3	Erhvervsfiskeri mv., AMU						
1946	39901010	4	Erhvervsfiskeri mv., AMU						
1947	2923	5	Amu.ind., vodbinderierhverv						
1948	2978	5	Amu.htf., erhvervsfiskere						
1949	3737	5	Amu.trp, erhvervsfiskere						
1950	399025	3	Kompetenceafklaring, AMU						
1951	39902510	4	Kompetenceafklaring, AMU						
1952	3735	5	Amu, fælleskataloget						
1953	3738	5	Amu, individuel kompetenceafklaring						
1954	3769	5	Amu, individuel kompetence vurdering						
1955	399030	3	Uden nærmere angivelse, AMU						
1956	39903010	4	Uden nærmere angivelse, AMU						
1957	3181	5	Amu, fri-institutionsforsøg						
1958	3998	2	Efterudd., specialarb., fagl., andre grupper, AMU						
1959	399810	3	Omsorg, sundhed og pædagogik, AMU						
1960	39981030	4	Tandpleje og assistance i tandklinik, AMU						
1961	9766	5	Fag., tandteknikerfag						
1962	399815	3	Kontor, handel og forretningsservice, AMU						
1963	39981510	4	Offentlig- og privat administration og ledelse, AMU						
1964	9719	5	Agr., arbejdsledelse ledelsesteknik						
1965	9726	5	Agr., arbejdsledelse handel og service						
1966	39981515	4	Kontorområdet, AMU						
1967	9731	5	Fag., kontorfag andet						
1968	9732	5	Fag., kontorteknik						
1969	9733	5	Fag., handelsfag edb-teknik						
1970	9780	5	Fag., organisation						
1971	9782	5	Fag., administration						
1972	9783	5	Fag., engrosvirksomhed						
1973	39981520	4	Finans, AMU						
1974	9781	5	Fag., salg og markedsføring						
1975	9785	5	Fag., finanssektoren						
1976	39981525	4	Engros- og detailhandel, AMU						
1977	9730	5	Fag., handelsfag						
1978	9734	5	Fag., butiksfag						
1979	39981530	4	Personlige tjenesteydelser, AMU						
1980	9767	5	Fag., frisørfag						
1981	39981545	4	Merkantilt i øvrigt, AMU						
1982	9779	5	Fag., økonomi og regnskab						
1983	39981550	4	Ejendoms- og anden service, AMU						
1984	9833	5	Sp., rengøringsservice						
1985	9834	5	Sp., ejendomsservice						
1986	9835	5	Sp., sikkerhedsservice						
1987	9836	5	Sp., vaskeriindustrien						
1988	9872	5	Sp., rengøring mv. forsøg						
1989	9877	5	Sp., vaskeriindustri forsøg						
1990	9882	5	Sp., personlig sikkerhed forsøg						
1991	9883	5	Sp., personlig sikkerhed						
1992	399820	3	Fødevarer, AMU						
1993	39982010	4	Bager og konditor, AMU						
1994	9689	5	Fag., industribager						
1995	9773	5	Fag., bagerfag						
1996	9774	5	Fag., konditor						
1997	9775	5	Fag., bager og konditorfag						
1998	39982020	4	Kødbranchen, AMU						
1999	9332	5	Sp., slagteri						
2000	9684	5	Fag., butiksslagter						
2001	9685	5	Fag., industrislagter						
2002	9699	5	Agr., arbejdsledelse, kødindustri						
2003	9771	5	Fag., slagterfag						
2004	9772	5	Fag., kødindustri andre tekniske fag						
2005	9841	5	Sp., pølsemageri						
2006	9842	5	Sp., tarmrenseri						
2007	9843	5	Sp., kødbranchen detail						
2008	9866	5	Sp., kødbranche forsøg						
2009	9867	5	Sp., kødbranche, el-teknik						
2010	39982025	4	Mejeriområdet, AMU						
2011	9698	5	Agr., arbejdsledelse mejeri						
2012	9770	5	Fag., mejerifag						
2013	9840	5	Sp., mejeriindustrien						
2014	9870	5	Sp., mejeriindustri forsøg						
2015	39982035	4	Køkken, hotel og restaurant, AMU						
2016	9483	5	Sp., køkkenområdet						
2017	9678	5	Fag., tjener						
2018	9679	5	Fag., receptionist						
2019	9681	5	Fag., smørrebrødsjomfru						
2020	9682	5	Fag., hotel og restauration						
2021	9776	5	Fag., kokkefag						
2022	9845	5	Sp., serveringsområdet						
2023	9862	5	Sp., hotel og restauration, forsøg						
2024	39982050	4	Fødevarer i øvrigt, AMU						
2025	9333	5	Sp., fiskeindustrien						
2026	9338	5	Sp., bryggeriindustrien						
2027	9844	5	Sp., nærings- og nydelsesmidler						
2028	9856	5	Sp., bryggeriindustrien forsøg						
2029	9861	5	Sp., fiskeindustri forsøg						
2030	9889	5	Sp., fjerkræindustri						
2031	399825	3	Jordbrug og natur, AMU						
2032	39982510	4	Landbrug, AMU						
2033	9697	5	Agr., arbejdsledelse, landbrug og jordbrug						
2034	9725	5	Agr., arbejdsledelse landbrug						
2035	9837	5	Sp., landbrug						
2036	9838	5	Sp., jordbrug i øvrigt						
2037	9868	5	Sp., jordbrugsområdet forsøg						
2038	39982515	4	Gartneri, AMU						
2039	9677	5	Fag., væksthusgartner						
2040	9769	5	Fag., gartnerfag						
2041	9787	5	Fag., gartner						
2042	9839	5	Sp., gartneri						
2043	399835	3	Byggeriområdet, AMU						
2044	39983510	4	Bygge og anlæg uden nærmere angivelse, AMU						
2045	9317	5	Sp., bygningsområdet						
2046	9703	5	Agr., arbejdsledelse bygge og anlæg						
2047	9723	5	Agr., efteruddannelse teknisk assistent						
2048	9735	5	Fag., teknisk tegner og -assistent						
2049	9747	5	Fag., stenhuggerfag						
2050	9811	5	Sp., anlægsområdet						
2051	9812	5	Sp., betonindustrien						
2052	9817	5	Sp., isoleringsområdet						
2053	9820	5	Sp., bygge og anlæg andre områder						
2054	9821	5	Sp., stilladsområdet						
2055	9857	5	Sp., bygge og anlæg forsøg						
2056	9859	5	Sp., bygge og anlæg dykkerområdet						
2057	39983520	4	Bygningsmaler, AMU						
2058	9694	5	Fag., malerfag						
2059	9754	5	Fag., bygningsmalerfag						
2060	39983525	4	Glarmester, AMU						
2061	9748	5	Fag., glarmesterfag						
2062	39983530	4	Murer, AMU						
2063	9746	5	Fag., murerfag						
2064	9858	5	Sp., murerarbejdsmand						
2065	39983540	4	Tømrer mv., AMU						
2066	9321	5	Sp., gulvbelægning						
2067	9693	5	Fag., snedker- og tømrerfag						
2068	9749	5	Fag., tømrerfag						
2069	9751	5	Fag., snedkerfag						
2070	39983545	4	Vvs-teknik, AMU						
2071	9517	5	Sp., kedel og maskinpassere						
2072	9718	5	Agr., arbejdsledelse naturgas						
2073	9737	5	Fag., jern og metal, vvs-teknik						
2074	9753	5	Fag., blikkenslagerfag						
2075	9806	5	Sp., naturgasteknik						
2076	9865	5	Sp., kedel- og maskinpasser, forsøg						
2077	39983550	4	Tagdækker, AMU						
2078	9818	5	Sp., tagdækkerområdet						
2079	39983555	4	Andre bygge- og anlægsuddannelser, AMU						
2080	9322	5	Sp., videreforarbejdning træindustrien						
2081	9750	5	Fag., maskinsnedkerfag						
2082	9752	5	Fag., træindustri, maskinsnedkerfag						
2083	9768	5	Fag., skorstensfejerfag						
2084	9875	5	Sp., træindustri forsøg						
2085	9876	5	Sp., råtræforarbejdning, træindustrien						
2086	399840	3	Teknologiområdet, strøm og elektronik mv., AMU						
2087	39984010	4	Strøm og elektronik uden nærmere angivelse, AMU						
2088	9709	5	Agr., arbejdsledelse el-teknik						
2089	9713	5	Agr., arbejdsledelse elektronik						
2090	9744	5	Fag., elektrikerfag						
2091	9745	5	Fag., svagstrømsteknik						
2092	9809	5	Sp., metalindustri el-teknik						
2093	39984020	4	Data- og kommunikationsteknik, AMU						
2094	9778	5	Fag., jern metal edb-teknik						
2095	399845	3	Teknologiområdet, grafisk teknik og medieproduktion, AMU						
2096	39984515	4	Film- og tv-produktion, AMU						
2097	9830	5	Sp., filmoperatørområdet						
2098	39984530	4	Grafisk teknik, AMU						
2099	9329	5	Sp., trykkeriområdet						
2100	9706	5	Agr., arbejdsledelse grafisk						
2101	9757	5	Fag., fotograffag						
2102	9758	5	Fag., trykkerfag						
2103	9759	5	Fag., offsettrykkerfag						
2104	9760	5	Fag., sætterfag						
2105	9761	5	Fag., reproteknikerfag						
2106	9762	5	Fag., serigraffag						
2107	9777	5	Fag., bogbinderfag						
2108	9784	5	Fag., bogtryk og repro, fælles						
2109	9786	5	Fag., reklame						
2110	9854	5	Sp., bogbinderområdet forsøg						
2111	9855	5	Sp., bogtrykfaget forsøg						
2112	39984535	4	Skilteteknik, AMU						
2113	9755	5	Fag., skiltemalerfag						
2114	399850	3	Teknologiområdet, cykel-, auto- og skibsmekanik mv., AMU						
2115	39985015	4	Cykel-, auto- og skibsmekanik mv., AMU						
2116	9315	5	Sp., skibsværftsarbejde						
2117	9715	5	Agr., arbejdsledelse autoteknik						
2118	9741	5	Fag., flyteknik						
2119	9813	5	Sp., maskinførerområdet						
2120	39985020	4	Karosseri, AMU						
2121	9683	5	Fag., auto karrosseri						
2122	39985025	4	Vognmaler, AMU						
2123	9756	5	Fag., vognmalerfag						
2124	399855	3	Teknologiområdet, maskinteknik og produktion, AMU						
2125	39985510	4	Maskinteknik og produktion uden nærmere angivelse, AMU						
2126	9320	5	Sp., mineralindustrien						
2127	9696	5	Agr., arbejdsledelse procesindustri						
2128	9711	5	Agr., arbejdsledelse produktion og samarbejde						
2129	9712	5	Agr., arbejdsledelse vedligeholdelsesteknik						
2130	9736	5	Fag., jern, metal og andre tekniske						
2131	9800	5	Sp., metalindustri og andre tekniske fag						
2132	9807	5	Sp., montage og måleteknik						
2133	9814	5	Sp., emballageglasindustri						
2134	9815	5	Sp., kunst- og brugsglasindustri						
2135	9831	5	Sp., papirvareindustrien						
2136	9878	5	Sp., farve- og lakindustri						
2137	9879	5	Sp., gødningsindustrien						
2138	9880	5	Sp., eternit- og mineraluldindustri						
2139	9881	5	Sp., papir- og støbepapindustri						
2140	9887	5	Sp., procesindustrien forsøg						
2141	9888	5	Sp., andre procesinduststrien						
2142	39985520	4	Industrioperatører og produktører, AMU						
2143	9316	5	Sp., den kemiske industri						
2144	9724	5	Agr., efteruddannelse. af laboranter						
2145	9810	5	Sp., medicinalindustrien						
2146	39985535	4	Smede, AMU						
2147	9738	5	Fag., smede- og svejseteknik						
2148	9739	5	Fag., guld-, sølv- og gravørfag						
2149	9801	5	Sp., stålværksteknik						
2150	9802	5	Sp., beskyttelsesgassvejsning						
2151	9803	5	Sp., flammeskæring og gassvejsning						
2152	9804	5	Sp., lysbuesvejsning						
2153	9805	5	Sp., pladearbejde						
2154	9808	5	Sp., spåntagende bearbejdning						
2155	9863	5	Sp., metalindustri forsøg						
2156	39985545	4	Værktøjsområdet, AMU						
2157	9710	5	Agr., arbejdsledelse maskin og værktøj						
2158	9740	5	Fag., maskin- og værktøjsteknik						
2159	39985550	4	Plastområdet, AMU						
2160	9695	5	Agr., arbejdsledelse plastindustri						
2161	9708	5	Agr., arbejdsledelse plastområdet						
2162	9832	5	Sp., plastindustrien						
2163	9864	5	Sp., metalindustri plastteknik						
2164	9871	5	Sp., plastindustri forsøg						
2165	39985565	4	Finmekanik og urmager, AMU						
2166	9743	5	Fag., urmagerfag						
2167	39985570	4	Tekstil- og beklædningshåndværk, AMU						
2168	9327	5	Sp., konfektion og trikotage syning						
2169	9328	5	Sp., spinderiområdet						
2170	9704	5	Agr., arbejdsledelse tekstil og beklædning						
2171	9763	5	Fag., skrædderfag						
2172	9764	5	Fag., møbelpolstring og sadelmageri						
2173	9788	5	Fag., beklædning						
2174	9819	5	Sp., gardindekoratørområdet						
2175	9822	5	Sp., væveriområdet						
2176	9823	5	Sp., farveriområdet						
2177	9824	5	Sp., trikotageområdet						
2178	9825	5	Sp., skind- og rulamssyning						
2179	9827	5	Sp., garveriområdet						
2180	9828	5	Sp., møbelbetræksyning						
2181	9829	5	Sp., møbelpolstrer og autosadelmager						
2182	9852	5	Sp., beklædning og tekstil, forsøg						
2183	9853	5	Sp., tæppeområdet						
2184	9874	5	Sp., garveri læder						
2185	9884	5	Sp., tilskærerområdet						
2186	39985575	4	Optikerfag, AMU						
2187	9765	5	Fag., optikerfag						
2188	39985585	4	Skomagerområdet, AMU						
2189	9826	5	Sp., skoindustrien						
2190	9873	5	Sp., skoindustri forsøg						
2191	399860	3	Teknik- og industriuddannelser i øvrigt, AMU						
2192	39986010	4	Teknik- og industriuddannelser i øvrigt, AMU						
2193	9816	5	Sp., porcelænsindustrien						
2194	399865	3	Transport og logistikområdet, AMU						
2195	39986510	4	Transport og logistik uden nærmere angivelse, AMU						
2196	9742	5	Fag., landtransportteknik						
