UDD,TEXT,UDD_UDDANNELSESNIVEAU,UDD_FAGOMRAADE_UNDER,UDD_UDDANNELSESTYPE_UNDER,UDD_ISCED_P,UDD_ISCED_F,OMR,MINI,PRIO,TP,L,UDD_HOVEDOMRAADE_DETALJERET,NRMA,AKTIV,AUDD,ATEXT,AUDD_UDDANNELSESNIVEAU,AUDD_FAGOMRAADE_UNDER,AUDD_UDDANNELSESTYPE_UNDER,AUDD_ISCED_P,AUDD_ISCED_F,PRIA,KOMP,AUDD_HOVEDOMRAADE_DETALJERET,UNDERVISNINGSSPROG
8135,"Datalogi, bach.",60,501025,5010,645,0618,4,10,156,1,1,60356010,36,0,8135,"Datalogi, bach.",60,501025,5010,645,0618,192,3,60356010,Dansk
8135,"Datalogi, bach.",60,501025,5010,645,0618,4,10,156,1,1,60356010,36,0,8135,"Datalogi, bach.",60,501025,5010,645,0618,192,3,60356010,Dansk
8136,"Kemi, bach.",60,454010,5010,645,0531,4,10,156,1,1,60354710,36,1,8136,"Kemi, bach.",60,454010,5010,645,0531,192,3,60354710,Dansk
8137,"Fysik, bach.",60,457010,5010,645,0533,4,10,156,1,1,60353015,36,1,8137,"Fysik, bach.",60,457010,5010,645,0533,192,3,60353015,Dansk
8138,"Matematik, bach.",60,457510,5010,645,0541,4,10,156,1,1,60355010,36,1,8138,"Matematik, bach.",60,457510,5010,645,0541,192,3,60355010,Dansk
8139,"Biologi, bach.",60,451510,5010,645,0511,4,10,156,1,1,60351710,36,1,8139,"Biologi, bach.",60,451510,5010,645,0511,192,3,60351710,Dansk
8139,"Biologi, bach.",60,451510,5010,645,0511,4,10,156,1,1,60351710,36,1,8169,"Biologi, industribach.",60,451510,5010,645,0511,192,3,60351710,Dansk
8140,"Kemi og teknologi, ing.bach.",60,552015,5020,645,0711,4,10,156,1,1,60591520,36,1,8140,"Kemi og teknologi, ing.bach.",60,552015,5020,645,0711,192,3,60591520,Dansk
8147,"Geologi, bach.",60,455510,5010,645,0532,4,10,156,1,1,60354010,36,1,8147,"Geologi, bach.",60,455510,5010,645,0532,192,3,60354010,Dansk
8147,"Geologi, bach.",60,455510,5010,645,0532,4,10,156,1,1,60354010,36,0,8148,"Geologi-geoscience, bach.",60,455510,5010,645,0532,192,3,60354010,Dansk
8148,"Geologi/Geologi-geoscience, bach.",60,455510,5010,645,0532,4,10,156,1,1,60354010,36,1,8148,"Geologi-geoscience, bach.",60,455510,5010,645,0532,192,3,60354010,Dansk
8149,"Molekylærbiologi, bach.",60,452010,5010,645,0512,4,10,156,1,1,60351510,36,1,8149,"Molekylærbiologi, bach.",60,452010,5010,645,0512,192,3,60351510,Dansk
8150,"Molekylær biomedicin /Molekylær medicin, bach.",60,452015,5010,645,0512,4,10,156,1,1,60352015,36,1,8150,"Molekylær biomedicin /Molekylær medicin, bach.",60,452015,5010,645,0512,192,3,60352015,Dansk
8151,"Medicinalkemi, kand.2år",70,454015,7010,747,0531,4,10,192,1,1,70352210,24,1,8151,"Medicinalkemi, c.scient.",70,454015,7010,747,0531,216,3,70352210,Engelsk
8152,"Bioteknologi (NAT), bach.",60,452515,5010,645,0512,4,10,156,1,1,60351710,36,1,8152,"Bioteknologi (NAT), bach.",60,452515,5010,645,0512,192,3,60351710,Dansk
8153,"Miljøbiologi, bach.",60,451515,5010,645,0511,4,10,156,1,1,60351715,36,1,8153,"Miljøbiologi, bach.",60,451515,5010,645,0511,192,3,60351715,Dansk
8154,"Almen biologi, bach.",60,451510,5010,645,0511,4,10,156,1,1,60351710,36,1,8154,"Almen biologi, bach.",60,451510,5010,645,0511,192,3,60351710,Dansk
8155,"Biomedicin, bach.",60,452015,5010,645,0512,4,10,156,1,1,60352010,36,1,8155,"Biomedicin, bach.",60,452015,5010,645,0512,192,3,60352010,Dansk
8156,"Biokemi og molekylær biologi, bach.",60,452010,5010,645,0512,4,10,156,1,1,60351510,36,1,8156,"Biokemi og molekylær biologi, bach.",60,452010,5010,645,0512,192,3,60351510,Dansk
8157,"Biokemi, molekylær biologi og kemi, bach.",60,452010,5010,645,0512,4,10,156,1,1,60351510,36,0,8157,"Biokemi, molekylær biologi og kemi, bach.",60,452010,5010,645,0512,192,3,60351510,Dansk
8160,"Geografi, kand.",70,455010,7010,746,0532,4,10,156,1,1,70353710,24,0,6185,"Naturvidenskab, grunduddannelse/bifag (kand.)",70,451010,9510,741,0500,180,5,70351010,Dansk
8160,"Geografi, kand.",70,455010,7010,746,0532,4,10,156,1,1,70353710,18,0,6382,"Naturvidenskab, sidefag",70,451010,9510,741,0500,0,5,70351010,Dansk
8160,"Geografi, kand.",70,455010,7010,746,0532,4,10,156,1,1,70353710,12,0,6396,"Naturvidenskab, supplering",70,451010,9510,741,0500,0,5,70351010,Dansk
8160,"Geografi, kand.",70,455010,7010,746,0532,4,10,156,1,1,70353710,24,0,6494,"Naturvidenskab, bifag/sidefag 2 år",70,451010,9510,741,0500,0,5,70351010,Dansk
8160,"Geografi, kand.",70,455010,7010,746,0532,4,10,156,1,1,70353710,48,0,8171,"Geografi, hovedfag",70,455010,7010,747,0532,204,3,70353710,Dansk
8160,"Geografi, kand.",70,455010,7010,746,0532,4,10,156,1,1,70353710,60,0,8181,"Geografi-kultur A, cand.scient.",70,353520,7010,747,0314,216,3,70353710,Dansk
8160,"Geografi, kand.",70,455010,7010,746,0532,4,10,156,1,1,70353710,60,0,8182,"Geografi-kultur B, cand.scient.",70,353520,7010,747,0314,216,3,70353710,Dansk
8160,"Geografi, kand.",70,455010,7010,746,0532,4,10,156,1,1,70353710,60,0,8183,"Geografi-natur, cand.scient.",70,455010,7010,747,0532,216,3,70353710,Dansk
8160,"Geografi, kand.",70,455010,7010,746,0532,4,10,156,1,1,70353710,60,0,8184,"Geografi-fysisk, cand.scient.",70,455010,7010,747,0532,216,3,70353710,Dansk
8160,"Geografi, kand.",70,455010,7010,746,0532,4,10,156,1,1,70353710,60,0,8185,"Geografi/Geografi og geoinformatik, cand.scient.",70,455010,7010,747,0532,216,3,70353710,Dansk
8160,"Geografi, kand.",70,455010,7010,746,0532,4,10,156,1,1,70353710,60,0,8189,"Geoinformatik, cand.scient.",70,454510,7010,747,0532,216,3,70353510,Dansk
8163,"Matematik og teknologi, ing.bach.",60,554015,5020,645,0718,4,10,156,1,1,60596510,36,1,8163,"Matematik og teknologi, ing.bach.",60,554015,5020,645,0718,192,3,60596510,Dansk
8164,"Forsikringsmatematik, bach.",60,458510,5010,645,0542,4,10,156,1,1,60355020,36,0,8164,"Forsikringsmatematik, bach.",60,458510,5010,645,0542,192,3,60355020,Dansk
8167,"Naturvidenskab og IT, bach.",60,451010,5010,645,0500,4,10,156,1,1,60356040,36,1,8167,"Naturvidenskab og IT, bach.",60,451010,5010,645,0500,192,3,60356040,Dansk
8168,"Matematiske fag, bach.",60,457510,5010,645,0541,4,10,156,1,1,60355010,36,1,8168,"Matematiske fag, bach.",60,457510,5010,645,0541,192,3,60355010,Dansk
8169,"Biologi, industribach.",60,451510,5010,645,0511,4,10,156,1,1,60351710,36,0,8169,"Biologi, industribach.",60,451510,5010,645,0511,192,3,60351710,Dansk
8170,"Datavidenskab og machine learning (AAU), bach.",60,459010,5010,645,0548,4,10,156,1,1,60356010,36,1,8170,"Datavidenskab og machine learning (AAU), bach.",60,459010,5010,645,0548,192,3,60356010,Dansk
8172,"Datavidenskab, bach.",60,459010,5010,645,0548,4,10,156,1,1,60356010,36,1,8172,"Datavidenskab, bach.",60,459010,5010,645,0548,192,3,60356010,Dansk
8173,"Datavidenskab, kand.2år",70,459010,7010,747,0548,4,10,192,1,1,70356010,24,1,8173,"Datavidenskab, cand.scient.",70,459010,7010,747,0548,216,3,70356010,Dansk
8174,"Engineering (Biomaterial Engineering for Medicine), civilingeniør 2år",70,554010,7020,747,0718,4,10,192,1,1,70596010,24,1,8174,"Engineering (Biomaterial Engineering for Medicine), cand.polyt.",70,554010,7020,747,0718,216,3,70596010,Engelsk
8175,"Produkt og designpsykologi, civilingeniør 2år",70,555086,7020,747,0728,4,10,192,1,1,70356040,24,1,8175,"Produkt og designpsykologi, cand.polyt.",70,555086,7020,747,0728,216,3,70356040,Dansk
8180,"Kulturgeografi, bach.",60,353520,5010,645,0314,4,10,156,1,1,60353715,36,1,8180,"Kulturgeografi, bach.",60,353520,5010,645,0314,192,3,60353715,Dansk
8184,"Geografi, kand.",70,455010,7010,746,0532,4,10,156,1,1,70353710,60,0,8185,"Geografi/Geografi og geoinformatik, cand.scient.",70,455010,7010,747,0532,216,3,70353710,Dansk
8185,"Geografi/Geografi og geoinformatik, kand.2år",70,455010,7010,747,0532,4,10,192,1,1,70353710,6,1,6136,"Geografi, kombination (RUC)",70,455010,7010,747,0532,198,7,70353710,Dansk
8185,"Geografi/Geografi og geoinformatik, kand.2år",70,455010,7010,747,0532,4,10,192,1,1,70353710,24,0,8185,"Geografi/Geografi og geoinformatik, cand.scient.",70,455010,7010,747,0532,216,3,70353710,Dansk
8186,"Geografi/Geografi og geoinformatik, bach.",60,455010,5010,645,0532,4,10,156,1,1,60353710,36,1,8186,"Geografi/Geografi og geoinformatik, bach.",60,455010,5010,645,0532,192,3,60353710,Dansk
8187,"Naturgeografi, bach.",60,455010,5010,645,0532,4,10,156,1,1,60353710,36,1,8187,"Naturgeografi, bach.",60,455010,5010,645,0532,192,3,60353710,Dansk
8188,"Geoinformatik, bach.",60,454510,5010,645,0532,4,10,156,1,1,60353510,36,1,8188,"Geoinformatik, bach.",60,454510,5010,645,0532,192,3,60353510,Dansk
8198,"Datavidenskab (AU), kand.2år",70,459010,7010,747,0548,4,10,192,1,1,70356010,24,1,8198,"Datavidenskab (AU), cand.scient.",70,459010,7010,747,0548,216,3,70356010,Dansk
8199,"Datavidenskab og machine learning, kand.2år",70,459010,7010,747,0548,4,10,192,1,1,70356010,24,1,8199,"Datavidenskab og machine learning (AAU), cand.scient.",70,459010,7010,747,0548,216,3,70356010,Dansk
8200,"Biologi, kand.",70,451510,7010,746,0511,4,10,156,1,1,70351710,24,0,6185,"Naturvidenskab, grunduddannelse/bifag (kand.)",70,451010,9510,741,0500,180,5,70351010,Dansk
8200,"Biologi, kand.",70,451510,7010,746,0511,4,10,156,1,1,70351710,18,0,6382,"Naturvidenskab, sidefag",70,451010,9510,741,0500,0,5,70351010,Dansk
8200,"Biologi, kand.",70,451510,7010,746,0511,4,10,156,1,1,70351710,12,0,6396,"Naturvidenskab, supplering",70,451010,9510,741,0500,0,5,70351010,Dansk
8200,"Biologi, kand.",70,451510,7010,746,0511,4,10,156,1,1,70351710,24,0,6494,"Naturvidenskab, bifag/sidefag 2 år",70,451010,9510,741,0500,0,5,70351010,Dansk
8200,"Biologi, kand.",70,451510,7010,746,0511,4,10,156,1,1,70351710,24,0,8004,"Biologi-humanistisk, bifag",70,451510,9510,741,0511,0,5,70351710,Dansk
8200,"Biologi, kand.",70,451510,7010,746,0511,4,10,156,1,1,70351710,24,0,8200,"Biologi, cand.scient.",70,451510,7010,747,0511,216,3,70351710,Dansk
8200,"Biologi, kand.",70,451510,7010,746,0511,4,10,156,1,1,70351710,60,0,8202,"Molekylærbiologi, cand.scient.",70,452010,7010,747,0512,216,3,70351510,Dansk
8200,"Biologi, kand.",70,451510,7010,746,0511,4,10,156,1,1,70351710,54,0,8210,"Biologi, hovedfag",70,451510,7010,747,0511,210,3,70351710,Dansk
8200,"Biologi, kand.",70,451510,7010,746,0511,4,10,156,1,1,70351710,66,0,8221,"Zoologi-biologi-matematik, cand.scient.",70,451525,7010,747,0511,216,3,70359520,Dansk
8200,"Biologi, kand.",70,451510,7010,746,0511,4,10,156,1,1,70351710,66,0,8222,"Zoologi-biologi-geologi, cand.scient.",70,451525,7010,747,0511,216,3,70359520,Dansk
8200,"Biologi, kand.",70,451510,7010,746,0511,4,10,156,1,1,70351710,66,0,8223,"Botanik-biologi-matematik, cand.scient.",70,451520,7010,747,0511,216,3,70359520,Dansk
8200,"Biologi, kand.",70,451510,7010,746,0511,4,10,156,1,1,70351710,60,0,8224,"Botanik-biologi-geografi, cand.scient.",70,451520,7010,747,0511,216,3,70359520,Dansk
8200,"Biologi, kand.",70,451510,7010,746,0511,4,10,156,1,1,70351710,60,0,8225,"Biologi og miljøkontrol, cand.scient.",70,451515,7010,747,0511,216,3,70351715,Dansk
8200,"Biologi, kand.",70,451510,7010,746,0511,4,10,156,1,1,70351710,60,0,8226,"Biologi, cand.scient.",70,451510,7010,747,0511,216,3,70351710,Dansk
8201,"Nanoscience og teknologi (SDC), kand.2år",70,453020,7010,747,0518,4,10,192,1,1,70352510,24,1,8201,"Nanoscience og teknologi (SDC), cand.scient.",70,453020,7010,747,0518,216,3,70352510,Dansk
8202,"Molekylærbiologi, kand.2år",70,452010,7010,747,0512,4,10,192,1,1,70351510,6,0,6129,"Molekylærbiologi, kombination (RUC)",70,452010,7010,747,0512,198,7,70351510,Dansk
8202,"Molekylærbiologi, kand.2år",70,452010,7010,747,0512,4,10,192,1,1,70351510,24,0,8202,"Molekylærbiologi, cand.scient.",70,452010,7010,747,0512,216,3,70351510,Dansk
8202,"Molekylærbiologi, kand.2år",70,452010,7010,747,0512,4,10,192,1,1,70351510,24,0,8217,"Molekylærbiologi (komb.HUM), cand.scient.",70,452010,7010,747,0512,216,3,70351510,Dansk
8202,"Molekylærbiologi, kand.2år",70,452010,7010,747,0512,4,10,192,1,1,70351510,24,0,8218,"Molekylærbiologi (komb.SAM), cand.scient.",70,452010,7010,747,0512,216,3,70351510,Dansk
8202,"Molekylærbiologi, kand.2år",70,452010,7010,747,0512,4,10,192,1,1,70351510,24,0,8219,"Molekylærbiologi (komb.NAT), cand.scient.",70,452010,7010,747,0512,216,3,70351510,Dansk
8202,"Molekylærbiologi, kand.2år",70,452010,7010,747,0512,4,10,192,1,1,70351510,24,0,8220,"Molekylærbiologi (komb.HUM-TEK), cand.scient.",70,452010,7010,747,0512,216,3,70351510,Dansk
8203,"Omics (SDC), kand.2år",70,452010,7010,747,0512,4,10,192,1,1,70359520,24,1,8203,"Omics (SDC), c.scient.",70,452010,7010,747,0512,216,3,70359520,Dansk
8205,"Molekylær biomedicin /Molekylær medicin, kand.2år",70,452015,7010,747,0512,4,10,192,1,1,70352015,24,0,8205,"Molekylær biomedicin /Molekylær medicin, cand.scient.",70,452015,7010,747,0512,216,3,70352015,Dansk
8211,"Multimedia science, kand.2år",70,501095,7010,747,0618,4,10,192,1,1,70253510,24,1,8211,"Multimedia science, kand.",70,501095,7010,747,0618,216,3,70253510,Dansk
8216,"Miljørisiko, kand.2år",70,354520,7010,747,0318,4,10,192,1,1,70805090,24,1,8216,"Miljørisiko, cand.scient.",70,354520,7010,747,0318,216,3,70805090,Engelsk
8217,"Matematik-økonomi, kand.2år",70,459010,7010,747,0548,4,10,192,1,1,70355015,24,0,8117,"Matematik-økonomi, cand.scient.oecon.",70,459010,7010,747,0548,216,3,70355015,Dansk
8220,"Geologi/Geologi-geoscience, kand.2år",70,455510,7010,747,0532,4,10,192,1,1,70354010,24,1,8089,"Geofysik, c.scient.",70,454515,7010,747,0532,216,3,70353020,Engelsk
8220,"Geologi/Geologi-geoscience, kand.2år",70,455510,7010,747,0532,4,10,192,1,1,70354010,18,0,8131,"Geologi, hovedfag",70,455510,7010,747,0532,210,3,70354010,Engelsk
8220,"Geologi/Geologi-geoscience, kand.2år",70,455510,7010,747,0532,4,10,192,1,1,70354010,24,1,8141,"Geologi/Geologi-geoscience, cand.scient.",70,455510,7010,747,0532,216,3,70354010,Engelsk
8220,"Geologi/Geologi-geoscience, kand.2år",70,455510,7010,747,0532,4,10,192,1,1,70354010,24,0,8142,"Geologi-endogen, cand.scient.",70,455510,7010,747,0532,216,3,70354010,Engelsk
8220,"Geologi/Geologi-geoscience, kand.2år",70,455510,7010,747,0532,4,10,192,1,1,70354010,24,0,8143,"Geologi-exogen, cand.scient.",70,455510,7010,747,0532,216,3,70354010,Engelsk
8220,"Geologi/Geologi-geoscience, kand.2år",70,455510,7010,747,0532,4,10,192,1,1,70354010,24,0,8144,"Geologi-palæontologi, cand.scient.",70,455510,7010,747,0532,216,3,70354010,Engelsk
8220,"Geologi/Geologi-geoscience, kand.2år",70,455510,7010,747,0532,4,10,192,1,1,70354010,24,1,8145,"Geologi-geoscience, cand.scient.",70,455510,7010,747,0532,216,3,70354010,Engelsk
8220,"Geologi/Geologi-geoscience, kand.2år",70,455510,7010,747,0532,4,10,192,1,1,70354010,24,0,8146,"Geologi-fysisk geografi, cand.scient.",70,455510,7010,747,0532,216,3,70354010,Engelsk
8226,"Biologi, kand.2år",70,451510,7010,747,0511,4,10,192,1,1,70351710,24,0,8200,"Biologi, cand.scient.",70,451510,7010,747,0511,216,3,70351710,Dansk
8226,"Biologi, kand.2år",70,451510,7010,747,0511,4,10,192,1,1,70351710,24,0,8226,"Biologi, cand.scient.",70,451510,7010,747,0511,216,3,70351710,Dansk
8227,"Biochemistry and Molecular Biology, kand.2år",70,452010,7010,747,0512,4,10,192,1,1,70351510,24,1,8227,"Biochemistry and Molecular Biology, cand.scient.",70,452010,7010,747,0512,216,3,70351510,Engelsk
8228,"Biokemi, molekylær biologi og kemi, kand.2år",70,452010,7010,747,0512,4,10,192,1,1,70351510,24,1,8228,"Biokemi, molekylær biologi og kemi, c.scient.",70,452010,7010,747,0512,216,3,70351510,Dansk
8229,"IT, kommunikation og organisation, kand.2år",70,501095,7010,747,0618,4,10,192,1,1,70593015,24,1,8229,"IT, kommunikation og organisation, cand.it.",70,501095,7010,747,0618,216,3,70593015,Dansk
8230,"Geofysik, kand.2år",70,454515,7010,747,0532,4,10,192,1,1,70353020,18,0,6382,"Naturvidenskab, sidefag",70,451010,9510,741,0500,0,5,70351010,Dansk
8230,"Geofysik, kand.2år",70,454515,7010,747,0532,4,10,192,1,1,70353020,12,0,8038,"Geofysik, hovedfag",70,454515,7010,747,0532,204,3,70353020,Dansk
8230,"Geofysik, kand.2år",70,454515,7010,747,0532,4,10,192,1,1,70353020,24,0,8085,"Geofysik-meteorologi, cand.scient.",70,454515,7010,747,0532,216,3,70353020,Dansk
8230,"Geofysik, kand.2år",70,454515,7010,747,0532,4,10,192,1,1,70353020,24,0,8086,"Geofysik-oceanografi, cand.scient.",70,454515,7010,747,0532,216,3,70353020,Dansk
8230,"Geofysik, kand.2år",70,454515,7010,747,0532,4,10,192,1,1,70353020,24,0,8087,"Geofysik, faste jord, cand.scient.",70,454515,7010,747,0532,216,3,70353020,Dansk
8230,"Geofysik, kand.2år",70,454515,7010,747,0532,4,10,192,1,1,70353020,24,0,8088,"Geofysik-fysisk glaciologi, cand.scient.",70,454515,7010,747,0532,216,3,70353020,Dansk
8230,"Geofysik, kand.2år",70,454515,7010,747,0532,4,10,192,1,1,70353020,24,0,8089,"Geofysik, c.scient.",70,454515,7010,747,0532,216,3,70353020,Dansk
8231,"Bioteknologi (NAT), kand.2år",70,452515,7010,747,0512,4,10,192,1,1,70351710,24,1,8231,"Bioteknologi (NAT), cand.scient.",70,452515,7010,747,0512,216,3,70351710,Engelsk
8232,"Forsikringsmatematik, kand.2år",70,458510,7010,747,0542,4,10,192,1,1,70355020,24,0,8232,"Forsikringsmatematik, cand.act.",70,458510,7010,747,0542,216,3,70355020,Dansk
8233,"Bioinformatik, kand.2år",70,453030,7010,747,0518,4,10,192,1,1,70359510,24,1,8233,"Bioinformatik, cand.scient.",70,453030,7010,747,0518,216,3,70359510,Engelsk
8234,"Naturforvaltn. landskab-biodiversitet-planlægn., kand.2år",70,453510,7010,747,0528,4,10,192,1,1,70804510,24,1,8234,"Naturforvaltn. landskab-biodiversitet-planlægn., c.scient.",70,453510,7010,747,0528,216,3,70804510,Engelsk
8235,"Parasitologi, kand.2år",70,452010,7010,747,0512,4,10,192,1,1,70351720,24,1,8235,"Parasitologi, c.scient.",70,452010,7010,747,0512,216,3,70351720,Dansk
8240,"Biologi, kand.2år",70,451510,7010,747,0511,4,10,192,1,1,70351710,6,0,6128,"Miljøbiologi, kombination (RUC)",70,451515,7010,747,0511,198,7,70351715,Dansk
8240,"Biologi, kand.2år",70,451510,7010,747,0511,4,10,192,1,1,70351710,6,0,6129,"Molekylærbiologi, kombination (RUC)",70,452010,7010,747,0512,198,7,70351510,Dansk
8240,"Biologi, kand.2år",70,451510,7010,747,0511,4,10,192,1,1,70351710,6,0,6130,"Biologi, kombination (RUC)",70,451510,7010,747,0511,198,7,70351710,Dansk
8240,"Biologi, kand.2år",70,451510,7010,747,0511,4,10,192,1,1,70351710,24,0,6271,"Biologi, gymnasie-hf lærer",70,451510,9510,747,0511,228,3,70351710,Dansk
8240,"Biologi, kand.2år",70,451510,7010,747,0511,4,10,192,1,1,70351710,18,0,6382,"Naturvidenskab, sidefag",70,451010,9510,741,0500,0,5,70351010,Dansk
8240,"Biologi, kand.2år",70,451510,7010,747,0511,4,10,192,1,1,70351710,24,0,6494,"Naturvidenskab, bifag/sidefag 2 år",70,451010,9510,741,0500,0,5,70351010,Dansk
8240,"Biologi, kand.2år",70,451510,7010,747,0511,4,10,192,1,1,70351710,24,0,8202,"Molekylærbiologi, cand.scient.",70,452010,7010,747,0512,216,3,70351510,Dansk
8240,"Biologi, kand.2år",70,451510,7010,747,0511,4,10,192,1,1,70351710,18,0,8210,"Biologi, hovedfag",70,451510,7010,747,0511,210,3,70351710,Dansk
8240,"Biologi, kand.2år",70,451510,7010,747,0511,4,10,192,1,1,70351710,30,0,8221,"Zoologi-biologi-matematik, cand.scient.",70,451525,7010,747,0511,216,3,70359520,Dansk
8240,"Biologi, kand.2år",70,451510,7010,747,0511,4,10,192,1,1,70351710,30,0,8222,"Zoologi-biologi-geologi, cand.scient.",70,451525,7010,747,0511,216,3,70359520,Dansk
8240,"Biologi, kand.2år",70,451510,7010,747,0511,4,10,192,1,1,70351710,30,0,8223,"Botanik-biologi-matematik, cand.scient.",70,451520,7010,747,0511,216,3,70359520,Dansk
8240,"Biologi, kand.2år",70,451510,7010,747,0511,4,10,192,1,1,70351710,24,0,8224,"Botanik-biologi-geografi, cand.scient.",70,451520,7010,747,0511,216,3,70359520,Dansk
8240,"Biologi, kand.2år",70,451510,7010,747,0511,4,10,192,1,1,70351710,24,0,8225,"Biologi og miljøkontrol, cand.scient.",70,451515,7010,747,0511,216,3,70351715,Dansk
8240,"Biologi, kand.2år",70,451510,7010,747,0511,4,10,192,1,1,70351710,24,0,8226,"Biologi, cand.scient.",70,451510,7010,747,0511,216,3,70351710,Dansk
8244,"Værdikæder og teknisk ledelse, civilingeniør 2år",70,554015,7020,747,0718,4,10,192,1,1,70599515,24,1,8244,"Værdikæder og teknisk ledelse, cand.polyt.",70,554015,7020,747,0718,216,3,70599515,Engelsk
8245,"Gastronomi og sundhed, kand.2år",70,453015,7010,747,0518,4,10,192,1,1,70759510,24,1,8245,"Gastronomi og sundhed, cand.scient.",70,453015,7010,747,0518,216,3,70759510,Dansk
8246,"Mekanik, ing.bach.",60,573020,5020,645,0715,4,10,156,1,1,60595010,36,1,8246,"Mekanik, ing.bach.",60,573020,5020,645,0715,192,3,60595010,Dansk
8247,"Bioinformatik, bach.",60,453030,5010,645,0518,4,10,156,1,1,60351010,36,1,8247,"Bioinformatik, bach.",60,453030,5010,645,0518,192,3,60351010,Dansk
8248,"Biokemi og molekylær biologi, kand.2år",70,452010,7010,747,0512,4,10,192,1,1,70352015,24,1,8227,"Biochemistry and Molecular Biology, cand.scient.",70,452010,7010,747,0512,216,3,70351510,Dansk
8248,"Biokemi og molekylær biologi, kand.2år",70,452010,7010,747,0512,4,10,192,1,1,70352015,24,0,8248,"Biokemi og molekylær biologi, cand.scient.",70,452010,7010,747,0512,216,3,70352015,Dansk
8249,"Biosolutions, kand.2år",70,453030,7010,747,0518,4,10,192,1,1,70351510,24,1,8249,"Biosolutions, cand.scient.",70,453030,7010,747,0518,216,3,70351510,Engelsk
8250,"Legemsøvelser, kand.",70,655515,7010,746,0918,4,10,156,1,1,70354510,24,0,6185,"Naturvidenskab, grunduddannelse/bifag (kand.)",70,451010,9510,741,0500,180,5,70351010,Dansk
8250,"Legemsøvelser, kand.",70,655515,7010,746,0918,4,10,156,1,1,70354510,18,1,6382,"Naturvidenskab, sidefag",70,451010,9510,741,0500,0,5,70351010,Dansk
8250,"Legemsøvelser, kand.",70,655515,7010,746,0918,4,10,156,1,1,70354510,12,1,6396,"Naturvidenskab, supplering",70,451010,9510,741,0500,0,5,70351010,Dansk
8250,"Legemsøvelser, kand.",70,655515,7010,746,0918,4,10,156,1,1,70354510,24,1,6494,"Naturvidenskab, bifag/sidefag 2 år",70,451010,9510,741,0500,0,5,70351010,Dansk
8250,"Legemsøvelser, kand.",70,655515,7010,746,0918,4,10,156,1,1,70354510,48,0,8252,"Legemsøvelser, hovedfag",70,655515,7010,747,0918,204,3,70354510,Dansk
8250,"Legemsøvelser, kand.",70,655515,7010,746,0918,4,10,156,1,1,70354510,60,1,8256,"Idræt/Idræt og sundhed, c.scient.",70,655515,7010,747,0918,216,3,70354510,Dansk
8251,"Byggeledelse og bygningsinformatik, kand.2år",70,582060,7010,747,0738,4,10,192,1,1,70592510,24,1,8251,"Byggeledelse og bygningsinformatik, cand.scient.tech.",70,582060,7010,747,0738,216,3,70592510,Engelsk
8253,"Idræt/Idræt og sundhed, bach.",60,655515,5010,645,0918,4,10,156,1,1,60354510,36,1,8253,"Idræt/Idræt og sundhed, bach.",60,655515,5010,645,0918,192,3,60354510,Dansk
8253,"Idræt/Idræt og sundhed, bach.",60,655515,5010,645,0918,4,10,156,1,1,60354510,36,1,8253,"Idræt/Idræt og sundhed, bach.",60,655515,5010,645,0918,192,3,60354510,Dansk
8254,"Bygningsteknik, civilingeniør 2år",70,582050,7020,747,0732,4,10,192,1,1,70592510,24,1,8254,"Bygningsteknik, cand.polyt.",70,582050,7020,747,0732,216,3,70592510,Dansk
8255,"Legemsøvelser, faglærer",60,204015,6010,651,0114,4,10,204,1,1,50202515,12,0,8255,"Legemsøvelser, faglærer",60,204015,6010,651,0114,216,3,50202515,Dansk
8256,"Idræt/Idræt og sundhed, kand.2år",70,655515,7010,747,0918,4,10,192,1,1,70354510,18,1,6382,"Naturvidenskab, sidefag",70,451010,9510,741,0500,0,5,70351010,Dansk
8256,"Idræt/Idræt og sundhed, kand.2år",70,655515,7010,747,0918,4,10,192,1,1,70354510,24,1,6494,"Naturvidenskab, bifag/sidefag 2 år",70,451010,9510,741,0500,0,5,70351010,Dansk
8256,"Idræt/Idræt og sundhed, kand.2år",70,655515,7010,747,0918,4,10,192,1,1,70354510,12,0,8252,"Legemsøvelser, hovedfag",70,655515,7010,747,0918,204,3,70354510,Dansk
8256,"Idræt/Idræt og sundhed, kand.2år",70,655515,7010,747,0918,4,10,192,1,1,70354510,24,1,8256,"Idræt/Idræt og sundhed, c.scient.",70,655515,7010,747,0918,216,3,70354510,Dansk
8257,"Idrætsteknologi, kand.2år",70,555090,7010,747,0728,4,10,192,1,1,70597010,24,1,8257,"Idrætsteknologi, cand.scient.tech.",70,555090,7010,747,0728,216,3,70597010,Dansk
8258,"Humanistisk-samfundsvidenskabelig idrætsvidenskab, kand.2år",70,655515,7010,747,0918,4,10,192,1,1,70354510,24,1,8258,"Humanistisk-samfundsvidenskabelig idrætsvidenskab, c.scient.",70,655515,7010,747,0918,216,3,70354510,Dansk
8259,"Humanfysiologi, kand.2år",70,655515,7010,747,0918,4,10,192,1,1,70354510,24,1,8259,"Humanfysiologi, cand.scient.",70,655515,7010,747,0918,216,3,70354510,Dansk
8260,"Datateknik, civilingeniør 2år",70,553520,7020,746,0714,4,10,156,1,1,70593010,18,0,6382,"Naturvidenskab, sidefag",70,451010,9510,741,0500,0,5,70351010,Dansk
