UDD,TEXT,UDD_UDDANNELSESNIVEAU,UDD_FAGOMRAADE_UNDER,UDD_UDDANNELSESTYPE_UNDER,UDD_ISCED_P,UDD_ISCED_F,OMR,MINI,PRIO,TP,L,UDD_HOVEDOMRAADE_DETALJERET,NRMA,AKTIV,AUDD,ATEXT,AUDD_UDDANNELSESNIVEAU,AUDD_FAGOMRAADE_UNDER,AUDD_UDDANNELSESTYPE_UNDER,AUDD_ISCED_P,AUDD_ISCED_F,PRIA,KOMP,AUDD_HOVEDOMRAADE_DETALJERET,UNDERVISNINGSSPROG
0,Afbrudt,90,991010,9910,999,9999,0,0,0,0,0,90992010,0,1,0,Afbrudt,90,991010,9910,999,9999,0,0,90992010,Dansk
1,Ingen uddannelse ivu,10,995010,9920,999,9999,9,0,0,0,0,10011010,0,1,1,Ingen uddannelse ivu,10,995010,9920,999,9999,0,0,10011010,Dansk
2,Ikke igang,90,993010,9910,999,9999,0,0,0,0,0,90993010,0,1,2,Ikke igang,90,993010,9910,999,9999,0,0,90993010,Dansk
141,Formidl.-erhvervsspr. una - udvekslingstud. (kort vidg.),50,251010,4510,551,0220,0,0,0,0,0,40241010,0,0,141,Formidl.-erhvervsspr. una - udvekslingstud. (kort vidg.),50,251010,4510,551,0220,0,0,40241010,Dansk
144,Samfundsfaglig una - udvekslingstud. (kort vidg.),50,351010,4510,551,0300,0,0,0,0,0,40381010,0,0,144,Samfundsfaglig una - udvekslingstud. (kort vidg.),50,351010,4510,551,0300,0,0,40381010,Dansk
145,Teknisk una - udvekslingstud. (kort vidg.),50,551010,4510,551,0700,0,0,0,0,0,40581010,0,0,145,Teknisk una - udvekslingstud. (kort vidg.),50,551010,4510,551,0700,0,0,40581010,Dansk
146,Levnedsm./husholdn. una - udvekslingstud. (kort vidg.),50,555010,4510,551,0721,0,0,0,0,0,40751010,0,0,146,Levnedsm./husholdn. una - udvekslingstud. (kort vidg.),50,555010,4510,551,0721,0,0,40751010,Dansk
148,Transport mv.una - udvekslingstud. (kort vidg.),50,801010,4510,551,1041,0,0,0,0,0,40859510,0,0,148,Transport mv.una - udvekslingstud. (kort vidg.),50,801010,4510,551,1041,0,0,40859510,Dansk
150,Pædagogisk una - udvekslingstud. (ml.lang vidg.),60,202010,6010,651,0111,0,0,0,0,0,50201010,0,0,150,Pædagogisk una - udvekslingstud. (ml.lang vidg.),60,202010,6010,651,0111,0,0,50201010,Dansk
151,Formidl.-erhvervsspr. una- udvekslingstud. (ml.lang vidg.),60,251010,6010,651,0220,0,0,0,0,0,50241010,0,0,151,Formidl.-erhvervsspr. una- udvekslingstud. (ml.lang vidg.),60,251010,6010,651,0220,0,0,50241010,Dansk
152,Kunstnerisk una - udvekslingstud. (ml.lang vidg.),60,301010,6010,651,0210,0,0,0,0,0,50301010,0,0,152,Kunstnerisk una - udvekslingstud. (ml.lang vidg.),60,301010,6010,651,0210,0,0,50301010,Dansk
153,Naturvidenskabuna - udvekslingstud. (ml.lang vidg.),60,451010,6010,651,0500,0,0,0,0,0,50751010,0,0,153,Naturvidenskabuna - udvekslingstud. (ml.lang vidg.),60,451010,6010,651,0500,0,0,50751010,Dansk
154,Samfundsvidensk.una - udvekslingstud. (ml.lang vidg.),60,351010,6010,651,0300,0,0,0,0,0,50381010,0,0,154,Samfundsvidensk.una - udvekslingstud. (ml.lang vidg.),60,351010,6010,651,0300,0,0,50381010,Dansk
155,Teknisk una - udvekslingstud. (ml.lang vidg.),60,551010,6010,651,0700,0,0,0,0,0,50581010,0,0,155,Teknisk una - udvekslingstud. (ml.lang vidg.),60,551010,6010,651,0700,0,0,50581010,Dansk
156,Levnedsm./ernæring una - udvekslingstud. (ml.lang vidg.),60,453015,6010,651,0518,0,0,0,0,0,50751010,0,0,156,Levnedsm./ernæring una - udvekslingstud. (ml.lang vidg.),60,453015,6010,651,0518,0,0,50751010,Dansk
159,Sundhed una - udvekslingstud. (ml.lang vidg.),60,651010,6010,651,0900,0,0,0,0,0,50891010,0,0,159,Sundhed una - udvekslingstud. (ml.lang vidg.),60,651010,6010,651,0900,0,0,50891010,Dansk
161,Humanistisk una - udvekslingstud. (bachelor),60,251010,5030,641,0220,0,0,0,0,0,60251010,0,0,161,Humanistisk una - udvekslingstud. (bachelor),60,251010,5030,641,0220,0,0,60251010,Dansk
162,Kunstnerisk una - udvekslingstud. (bachelor),60,301010,5030,641,0210,0,0,0,0,0,60301010,0,0,162,Kunstnerisk una - udvekslingstud. (bachelor),60,301010,5030,641,0210,0,0,60301010,Dansk
163,Naturvidenskab una - udvekslingstud. (bachelor),60,451010,5030,641,0500,0,0,0,0,0,60351010,0,0,163,Naturvidenskab una - udvekslingstud. (bachelor),60,451010,5030,641,0500,0,0,60351010,Dansk
164,Samfundsvidenskab una - udvekslingstud. (bachelor),60,351010,5030,641,0300,0,0,0,0,0,60391010,0,0,164,Samfundsvidenskab una - udvekslingstud. (bachelor),60,351010,5030,641,0300,0,0,60391010,Dansk
165,Teknisk una- udvekslingstud. (bachelor),60,551010,5030,641,0700,0,0,0,0,0,60591010,0,0,165,Teknisk una- udvekslingstud. (bachelor),60,551010,5030,641,0700,0,0,60591010,Dansk
167,Jordbrugsvidenskab una - udvekslingstud. (bachelor),60,601010,5030,641,0800,0,0,0,0,0,60801010,0,0,167,Jordbrugsvidenskab una - udvekslingstud. (bachelor),60,601010,5030,641,0800,0,0,60801010,Dansk
170,Pædagogisk una - udvekslingstud.(lang vidg.),70,202010,7510,741,0111,0,0,0,0,0,70201010,0,0,170,Pædagogisk una - udvekslingstud.(lang vidg.),70,202010,7510,741,0111,0,0,70201010,Dansk
171,Humanistisk-teologisk una - udvekslingstud. (lang vidg.),70,251010,7510,741,0220,0,0,0,0,0,70251010,0,0,171,Humanistisk-teologisk una - udvekslingstud. (lang vidg.),70,251010,7510,741,0220,0,0,70251010,Dansk
172,Kunstnerisk una - udvekslingstud. (lang vidg.),70,301010,7510,741,0210,0,0,0,0,0,70301010,0,0,172,Kunstnerisk una - udvekslingstud. (lang vidg.),70,301010,7510,741,0210,0,0,70301010,Dansk
173,Naturvidenskab una- udvekslingstud. (lang vidg.),70,451010,7510,741,0500,0,0,0,0,0,70351010,0,0,173,Naturvidenskab una- udvekslingstud. (lang vidg.),70,451010,7510,741,0500,0,0,70351010,Dansk
174,Samfundsvidenskab una - udvekslingstud. (lang vidg.),70,351010,7510,741,0300,0,0,0,0,0,70391010,0,0,174,Samfundsvidenskab una - udvekslingstud. (lang vidg.),70,351010,7510,741,0300,0,0,70391010,Dansk
175,Teknisk una - udvekslingstud. (lang vidg.),70,551010,7510,741,0700,0,0,0,0,0,70591010,0,0,175,Teknisk una - udvekslingstud. (lang vidg.),70,551010,7510,741,0700,0,0,70591010,Dansk
176,Levnedsm./ernæring una - udvekslingstud. (lang vidg.),70,453015,7510,741,0518,0,0,0,0,0,70759510,0,0,176,Levnedsm./ernæring una - udvekslingstud. (lang vidg.),70,453015,7510,741,0518,0,0,70759510,Dansk
177,Jordbrugsvidenskab una - udvekslingstud. (lang vidg.),70,601010,7510,741,0800,0,0,0,0,0,70801010,0,0,177,Jordbrugsvidenskab una - udvekslingstud. (lang vidg.),70,601010,7510,741,0800,0,0,70801010,Dansk
179,Sundhed una - udvekslingstud. (lang vidg.),70,651010,7510,741,0900,0,0,0,0,0,70901010,0,0,179,Sundhed una - udvekslingstud. (lang vidg.),70,651010,7510,741,0900,0,0,70901010,Dansk
200,1-6 år ivu,10,101010,1510,100,0011,9,0,12,1,0,10101020,72,1,200,1-6 år ivu,10,101010,1510,100,0011,84,2,10101020,Dansk
205,7-8 år ivu,20,102010,1520,241,0011,9,0,84,1,0,10201020,24,1,205,7-8 år ivu,20,102010,1520,241,0011,108,2,10201020,Dansk
210,9-10 år ivu,20,102010,1520,244,0011,9,0,108,1,0,10201020,24,1,210,9-10 år ivu,20,102010,1520,244,0011,132,1,10201020,Dansk
215,"Studentereksamen mv., ivu",30,121030,2040,344,0011,9,0,120,1,0,20305010,36,1,215,"Studentereksamen mv., ivu",30,121030,2040,344,0011,156,1,20305010,Dansk
220,"Pædagogik, ivu (amu)",30,656525,8590,351,0922,9,0,0,1,0,39101510,0,1,220,"Pædagogik, ivu (amu)",30,656525,8590,351,0922,0,8,39101510,Dansk
239,"Handel/kontor, ivu (amu)",30,401010,8590,351,0410,9,0,0,1,0,39152510,0,1,239,"Handel/kontor, ivu (amu)",30,401010,8590,351,0410,0,8,39152510,Dansk
253,"Bygge/anlæg, ivu (amu)",30,581010,8590,351,0730,9,0,0,1,0,39351010,0,1,253,"Bygge/anlæg, ivu (amu)",30,581010,8590,351,0730,0,8,39351010,Dansk
254,"Jern/metal, ivu (amu)",30,571010,8590,351,0715,9,0,0,1,0,39553525,0,1,254,"Jern/metal, ivu (amu)",30,571010,8590,351,0715,0,8,39553525,Dansk
255,"Grafisk, ivu (amu)",30,271010,8590,351,0211,9,0,0,1,0,39453010,0,1,255,"Grafisk, ivu (amu)",30,271010,8590,351,0211,0,8,39453010,Dansk
258,"Teknik/industri i øvrigt, ivu (amu)",30,551010,8590,351,0700,9,0,0,1,0,39551060,0,1,258,"Teknik/industri i øvrigt, ivu (amu)",30,551010,8590,351,0700,0,8,39551060,Dansk
260,"Service, ivu (amu)",30,701010,8590,351,1000,9,0,0,1,0,39155010,0,1,260,"Service, ivu (amu)",30,701010,8590,351,1000,0,8,39155010,Dansk
275,"Levnedsmiddel/husholdning, ivu (amu)",30,555010,8590,351,0721,9,0,0,1,0,39202030,0,1,275,"Levnedsmiddel/husholdning, ivu (amu)",30,555010,8590,351,0721,0,8,39202030,Dansk
280,"Jordbrug/fiskeri, ivu (amu)",30,601010,8590,351,0800,9,0,0,1,0,39254010,0,1,280,"Jordbrug/fiskeri, ivu (amu)",30,601010,8590,351,0800,0,8,39254010,Dansk
285,"Transport mv., ivu (amu)",30,801010,8590,351,1041,9,0,0,1,0,39654010,0,1,285,"Transport mv., ivu (amu)",30,801010,8590,351,1041,0,8,39654010,Dansk
290,"Social/sundhed, ivu (amu)",30,651010,8590,351,0900,9,0,0,1,0,39101010,0,1,290,"Social/sundhed, ivu (amu)",30,651010,8590,351,0900,0,8,39101010,Dansk
299,AMU una,30,981020,8520,351,9999,19,1,0,1,3,39903010,0,1,299,AMU una,30,981020,8520,351,9999,0,8,39903010,Dansk
300,"Erhvervsfaglige uddannelse una, ivu",30,981010,3020,353,9999,9,1,120,2,4,30971010,48,1,300,"Erhvervsfaglige uddannelse una, ivu",30,981010,3020,353,9999,168,3,30971010,Dansk
320,"Pædagogik, ivu (eud)",30,656525,3090,353,0922,9,0,132,2,0,30101010,18,1,320,"Pædagogik, ivu (eud)",30,656525,3090,353,0922,150,3,30101010,Dansk
339,"Handel/kontor, ivu (eud)",30,401010,3090,353,0410,9,0,132,2,0,30151010,36,1,339,"Handel/kontor, ivu (eud)",30,401010,3090,353,0410,168,3,30151010,Dansk
353,"Bygge/anlæg, ivu (eud)",30,581010,3090,353,0730,9,0,132,2,0,30351010,44,1,353,"Bygge/anlæg, ivu (eud)",30,581010,3090,353,0730,176,3,30351010,Dansk
354,"Jern/metal, ivu (eud)",30,571010,3090,353,0715,9,0,132,2,0,30551010,48,1,354,"Jern/metal, ivu (eud)",30,571010,3090,353,0715,180,3,30551010,Dansk
355,"Grafisk, ivu (eud)",30,271010,3090,353,0211,9,0,132,2,0,30451010,48,1,355,"Grafisk, ivu (eud)",30,271010,3090,353,0211,180,3,30451010,Dansk
358,"Teknik/industri i øvrigt, ivu (eud)",30,551010,3090,353,0700,9,0,132,2,0,30551010,36,1,358,"Teknik/industri i øvrigt, ivu (eud)",30,551010,3090,353,0700,168,3,30551010,Dansk
360,"Service, ivu (eud)",30,701010,3090,353,1000,9,0,132,2,0,30155010,42,1,360,"Service, ivu (eud)",30,701010,3090,353,1000,174,3,30155010,Dansk
375,"Levnedsmiddel/husholdning, ivu (eud)",30,555010,3090,353,0721,9,0,132,2,0,30205010,40,1,375,"Levnedsmiddel/husholdning, ivu (eud)",30,555010,3090,353,0721,172,3,30205010,Dansk
380,"Jordbrug/fiskeri, ivu (eud)",30,601010,3090,353,0800,9,0,132,2,0,30254010,40,1,380,"Jordbrug/fiskeri, ivu (eud)",30,601010,3090,353,0800,172,3,30254010,Dansk
385,"Transport mv., ivu (eud)",30,801010,3090,353,1041,9,0,132,2,0,30651010,36,1,385,"Transport mv., ivu (eud)",30,801010,3090,353,1041,168,3,30651010,Dansk
390,"Social/sundhed, ivu (eud)",30,651010,3090,353,0900,9,0,132,2,0,30102010,30,1,390,"Social/sundhed, ivu (eud)",30,651010,3090,353,0900,162,3,30102010,Dansk
400,"Kort videregående uddannelse una, ivu (KVU)",50,981010,4510,554,9999,9,10,156,2,2,40971010,24,1,400,"Kort videregående uddannelse una, ivu (KVU)",50,981010,4510,554,9999,180,3,40971010,Dansk
425,"Formidling/erhvervssprog, ivu (kvu)",50,251010,4510,554,0220,9,0,156,1,0,40241010,24,1,425,"Formidling/erhvervssprog, ivu (kvu)",50,251010,4510,554,0220,180,3,40241010,Dansk
430,"Kunstnerisk, ivu (kvu)",50,301010,4510,554,0210,9,0,156,1,0,40301010,36,1,430,"Kunstnerisk, ivu (kvu)",50,301010,4510,554,0210,192,3,40301010,Dansk
439,"Samfundsfaglig, ivu (kvu)",50,401010,4510,554,0410,9,0,156,2,0,40381010,24,1,439,"Samfundsfaglig, ivu (kvu)",50,401010,4510,554,0410,180,3,40381010,Dansk
459,"Teknisk, ivu (kvu)",50,551010,4510,554,0700,9,0,156,1,0,40581010,24,1,459,"Teknisk, ivu (kvu)",50,551010,4510,554,0700,180,3,40581010,Dansk
475,"Levnedsmiddel/husholdning, ivu (kvu)",50,555010,4510,554,0721,9,0,156,1,0,40751010,24,1,475,"Levnedsmiddel/husholdning, ivu (kvu)",50,555010,4510,554,0721,180,3,40751010,Dansk
480,"Jordbrug/fiskeri, ivu (kvu)",50,601010,4510,554,0800,9,0,156,1,0,40801010,24,1,480,"Jordbrug/fiskeri, ivu (kvu)",50,601010,4510,554,0800,180,3,40801010,Dansk
485,"Transport mv., ivu (kvu)",50,801010,4510,554,1041,9,0,156,1,0,40859510,24,1,485,"Transport mv., ivu (kvu)",50,801010,4510,554,1041,180,3,40859510,Dansk
490,"Social/sundhed, ivu (kvu)",50,651010,4510,554,0900,9,0,156,2,0,40891010,24,1,490,"Social/sundhed, ivu (kvu)",50,651010,4510,554,0900,180,3,40891010,Dansk
495,"Forsvar/politi, ivu (kvu)",50,751510,4510,554,1032,9,0,156,2,0,40951010,24,1,495,"Forsvar/politi, ivu (kvu)",50,751510,4510,554,1032,180,3,40951010,Dansk
500,"Mellemlang videregående uddannelse una, ivu(MVU)",60,981010,6010,655,9999,9,10,156,1,1,50971010,42,1,500,"Mellemlang videregående uddannelse una, ivu(MVU)",60,981010,6010,655,9999,198,3,50971010,Dansk
520,"Pædagogik, ivu (mvu)",60,202010,6010,665,0111,9,0,156,2,0,50201010,36,1,520,"Pædagogik, ivu (mvu)",60,202010,6010,665,0111,192,3,50201010,Dansk
525,"Formidling/erhvervssprog, ivu (mvu)",60,251010,6010,665,0220,9,0,156,2,0,50241010,42,1,525,"Formidling/erhvervssprog, ivu (mvu)",60,251010,6010,665,0220,198,3,50241010,Dansk
530,"Kunstnerisk, ivu (mvu)",60,301010,6010,665,0210,9,0,156,1,0,50301010,42,1,530,"Kunstnerisk, ivu (mvu)",60,301010,6010,665,0210,198,3,50301010,Dansk
539,Samfundsvidenskab ivu (mvu),60,351010,6010,665,0300,9,0,156,1,0,50381010,36,1,539,Samfundsvidenskab ivu (mvu),60,351010,6010,665,0300,192,3,50381010,Dansk
545,"Naturvidenskab, ivu (mvu)",60,451010,6010,665,0500,9,0,156,1,0,50751010,48,1,545,"Naturvidenskab, ivu (mvu)",60,451010,6010,665,0500,204,3,50751010,Dansk
559,"Teknisk, ivu (mvu)",60,551010,6010,665,0700,9,0,156,1,0,50581010,42,1,559,"Teknisk, ivu (mvu)",60,551010,6010,665,0700,198,3,50581010,Dansk
575,"Levnedsmiddel/husholdning, ivu (mvu)",60,453015,6010,665,0518,9,0,156,1,0,50751010,42,1,575,"Levnedsmiddel/husholdning, ivu (mvu)",60,453015,6010,665,0518,198,3,50751010,Dansk
580,"Jordbrug/fiskeri, ivu (mvu)",60,601010,6010,665,0800,9,0,144,2,0,50801010,57,1,580,"Jordbrug/fiskeri, ivu (mvu)",60,601010,6010,665,0800,201,3,50801010,Dansk
585,"Transport mv., ivu (mvu)",60,801010,6010,665,1041,9,0,156,2,0,50589520,36,1,585,"Transport mv., ivu (mvu)",60,801010,6010,665,1041,192,3,50589520,Dansk
590,"Social/sundhed, ivu (mvu)",60,651010,6010,665,0900,9,0,156,2,0,50891010,48,1,590,"Social/sundhed, ivu (mvu)",60,651010,6010,665,0900,204,3,50891010,Dansk
595,"Forsvar, ivu (mvu)",60,751010,6010,665,1031,9,0,156,2,0,50951010,30,1,595,"Forsvar, ivu (mvu)",60,751010,6010,665,1031,186,3,50951010,Dansk
600,"Kandidat una, ivu (lvu)",70,981010,7510,767,9999,9,0,156,1,1,70971010,60,1,600,"Kandidat una, ivu (lvu)",70,981010,7510,741,9999,216,3,70971010,Dansk
620,"Pædagogik, ivu (lvu)",70,202010,7510,767,0111,9,0,156,1,0,70201010,60,1,620,"Pædagogik, ivu (lvu)",70,202010,7510,767,0111,216,3,70201010,Dansk
625,"Humanistisk/teologisk, ivu (lvu)",70,251010,7510,767,0220,9,0,156,1,0,70251010,60,1,625,"Humanistisk/teologisk, ivu (lvu)",70,251010,7510,767,0220,216,3,70251010,Dansk
630,"Kunstnerisk, ivu (lvu)",70,301010,7510,767,0210,9,0,156,1,0,70301010,60,1,630,"Kunstnerisk, ivu (lvu)",70,301010,7510,767,0210,216,3,70301010,Dansk
639,"Samfundsvidenskab, ivu (lvu)",70,351010,7510,767,0300,9,0,156,1,0,70391010,60,1,639,"Samfundsvidenskab, ivu (lvu)",70,351010,7510,767,0300,216,3,70391010,Dansk
645,"Naturvidenskab, ivu (lvu)",70,451010,7510,767,0500,9,0,156,1,0,70351010,60,1,645,"Naturvidenskab, ivu (lvu)",70,451010,7510,767,0500,216,3,70351010,Dansk
659,"Teknisk, ivu (lvu)",70,551010,7510,767,0700,9,0,156,1,0,70591010,60,1,659,"Teknisk, ivu (lvu)",70,551010,7510,767,0700,216,3,70591010,Dansk
675,"Levnedsmiddel/husholdning, ivu (lvu)",70,453015,7510,767,0518,9,0,156,1,0,70759510,60,1,675,"Levnedsmiddel/husholdning, ivu (lvu)",70,453015,7510,767,0518,216,3,70759510,Dansk
680,"Jordbrugsvidenskab, ivu (lvu)",70,601010,7510,767,0800,9,0,156,1,0,70801010,60,1,680,"Jordbrugsvidenskab, ivu (lvu)",70,601010,7510,767,0800,216,3,70801010,Dansk
690,"Social/sundhed, ivu (lvu)",70,651010,7510,767,0900,9,0,156,1,0,70901010,60,1,690,"Social/sundhed, ivu (lvu)",70,651010,7510,767,0900,216,3,70901010,Dansk
695,"Forsvar, ivu (lvu)",70,751010,7510,757,1031,9,0,156,2,0,70951010,49,1,695,"Forsvar, ivu (lvu)",70,751010,7510,757,1031,205,3,70951010,Dansk
700,"Bachelor una, ivu (bachelor)",60,981010,5030,645,9999,9,0,156,1,1,60971010,36,1,700,"Bachelor una, ivu (bachelor)",60,981010,5030,645,9999,192,3,60971010,Dansk
702,"Humanistisk/teologisk, ivu (bachelor)",60,251010,5030,645,0220,9,0,156,1,1,60251010,36,1,702,"Humanistisk/teologisk, ivu (bachelor)",60,251010,5030,645,0220,192,3,60251010,Dansk
703,"Kunstnerisk, ivu (bachelor)",60,301010,5030,645,0210,9,0,156,1,1,60301010,36,1,703,"Kunstnerisk, ivu (bachelor)",60,301010,5030,645,0210,192,3,60301010,Dansk
704,"Naturvidenskab, ivu (bachelor)",60,451010,5030,645,0500,9,0,156,1,1,60351010,36,1,704,"Naturvidenskab, ivu (bachelor)",60,451010,5030,645,0500,192,3,60351010,Dansk
705,"Samfundsvidenskab, ivu (bachelor)",60,351010,5030,645,0300,9,0,156,1,1,60391010,36,1,705,"Samfundsvidenskab, ivu (bachelor)",60,351010,5030,645,0300,192,3,60391010,Dansk
706,"Teknisk, ivu (bachelor)",60,551010,5030,645,0700,9,0,156,1,1,60591010,36,1,706,"Teknisk, ivu (bachelor)",60,551010,5030,645,0700,192,3,60591010,Dansk
707,"Levnedsmiddel/ernærring, ivu (bachelor)",60,453015,5030,645,0518,9,0,156,1,1,60759510,36,1,707,"Levnedsmiddel/ernærring, ivu (bachelor)",60,453015,5030,645,0518,192,3,60759510,Dansk
708,"Jordbrugsvidenskab, ivu (bachelor)",60,601010,5030,645,0800,9,0,156,1,1,60801010,36,1,708,"Jordbrugsvidenskab, ivu (bachelor)",60,601010,5030,645,0800,192,3,60801010,Dansk
709,"Sundhed, ivu (bachelor)",60,651010,5030,645,0900,9,0,156,1,1,60901010,36,1,709,"Sundhed, ivu (bachelor)",60,651010,5030,645,0900,192,3,60901010,Dansk
720,"Ph.d. una, ivu (ph.d.)",80,981010,8010,864,9999,15,0,216,1,1,80971010,36,1,720,"Ph.d. una, ivu (ph.d.)",80,981010,8010,864,9999,252,3,80971010,Dansk
721,"Pædagogisk, ivu (ph.d.)",80,202010,8010,864,0111,15,0,216,1,1,80201010,36,1,721,"Pædagogisk, ivu (ph.d.)",80,202010,8010,864,0111,252,3,80201010,Dansk
722,"Humanistisk/teologisk, ivu (ph.d.)",80,251010,8010,864,0220,15,0,216,1,1,80251010,36,1,722,"Humanistisk/teologisk, ivu (ph.d.)",80,251010,8010,864,0220,252,3,80251010,Dansk
723,"Kunstnerisk, ivu (ph.d.)",80,301010,8010,864,0210,15,0,216,1,1,80301010,36,1,723,"Kunstnerisk, ivu (ph.d.)",80,301010,8010,864,0210,252,3,80301010,Dansk
724,"Naturvidenskab, ivu (ph.d.)",80,451010,8010,864,0500,15,0,216,1,1,80351010,36,1,724,"Naturvidenskab, ivu (ph.d.)",80,451010,8010,864,0500,252,3,80351010,Dansk
725,"Samfundsvidenskab, ivu (ph.d.)",80,351010,8010,864,0300,15,0,216,1,1,80391010,36,1,725,"Samfundsvidenskab, ivu (ph.d.)",80,351010,8010,864,0300,252,3,80391010,Dansk
726,"Teknisk, ivu (ph.d.)",80,551010,8010,864,0700,15,0,216,1,1,80591010,36,1,726,"Teknisk, ivu (ph.d.)",80,551010,8010,864,0700,252,3,80591010,Dansk
728,"Jordbrugsvidenskab, ivu (ph.d.)",80,601010,8010,864,0800,15,0,216,1,1,80801010,36,1,728,"Jordbrugsvidenskab, ivu (ph.d.)",80,601010,8010,864,0800,252,3,80801010,Dansk
729,"Sundhed, ivu (ph.d.)",80,651010,8010,864,0900,15,0,216,1,1,80901010,36,1,729,"Sundhed, ivu (ph.d.)",80,651010,8010,864,0900,252,3,80901010,Dansk
800,Forfatteruddannelsen (privat udd.),50,309525,4510,554,0218,11,9,120,0,0,40309010,24,1,800,Forfatteruddannelsen (privat udd.),50,309525,4510,554,0218,144,3,40309010,Dansk
802,Musicalperformer (privat udd.),60,308015,6010,655,0215,11,9,132,0,0,50306555,36,1,802,Musicalperformer (privat udd.),60,308015,6010,655,0215,168,3,50306555,Dansk
803,Billedkunst (privat udd.),50,302510,4510,554,0213,11,9,120,0,0,40309010,60,1,803,Billedkunst (privat udd.),50,302510,4510,554,0213,180,3,40309010,Dansk
805,Kirkesanger (privat udd.),30,304035,3090,353,0215,11,11,132,0,0,30902510,12,1,805,Kirkesanger (privat udd.),30,304035,3090,353,0215,144,3,30902510,Dansk
806,Præliminær organistuddannelse 2 år (privat udd.),50,304045,4510,554,0215,11,9,132,0,0,40306555,24,1,806,Præliminær organistuddannelse 2 år (privat udd.),50,304045,4510,554,0215,156,3,40306555,Dansk
806,Præliminær organistuddannelse 2 år (privat udd.),50,304045,4510,554,0215,11,9,132,0,0,40306555,12,1,807,Præliminær organistuddannelse 1 år (privat udd.),50,304045,4510,551,0215,144,3,40306555,Dansk
806,Præliminær organistuddannelse 2 år (privat udd.),50,304045,4510,554,0215,11,9,132,0,0,40306555,24,0,5904,Præliminær orgelprøve,50,304045,4510,554,0215,156,3,40306555,Dansk
810,Holistisk afspændingspædagog (privat udd.),60,654510,6010,655,0915,11,9,156,0,0,50894525,42,1,810,Holistisk afspændingspædagog (privat udd.),60,654510,6010,655,0915,192,3,50894525,Dansk
811,Bevægelsespædagog (privat udd.),50,654510,4510,554,0915,11,9,156,0,0,40894525,24,1,811,Bevægelsespædagog (privat udd.),50,654510,4510,554,0915,180,3,40894525,Dansk
812,Faglærer i idræt (privat udd.),30,204015,3090,353,0114,11,9,120,0,0,30103510,12,1,812,Faglærer i idræt (privat udd.),30,204015,3090,353,0114,132,3,30103510,Dansk
815,Pædagog (Rudolf Steiner) (privat udd.),60,656515,6010,655,0922,11,9,156,0,0,50201510,42,1,815,Pædagog (Rudolf Steiner) (privat udd.),60,656515,6010,655,0922,198,3,50201510,Dansk
816,Børnehave- fritidspædagog (Rudolf Steiner) (privat udd.),60,656515,6010,655,0922,11,9,156,0,0,50201510,36,1,816,Børnehave- fritidspædagog (Rudolf Steiner) (privat udd.),60,656515,6010,655,0922,192,3,50201510,Dansk
820,Trafikflyver (privat udd.),30,802510,3090,353,1041,11,1,132,0,0,30654010,24,1,820,Trafikflyver (privat udd.),30,802510,3090,353,1041,156,3,30654010,Dansk
825,Beklædningsdesigner-modelkonstruktør (privat udd.),30,555070,3090,353,0723,11,1,120,0,0,30557010,24,1,825,Beklædningsdesigner-modelkonstruktør (privat udd.),30,555070,3090,353,0723,144,3,30557010,Dansk
835,Danish addiction counselor (privat udd.),50,657015,4510,554,0923,11,9,156,0,0,40892510,18,1,835,Danish addiction counselor (privat udd.),50,657015,4510,554,0923,174,3,40892510,Dansk
840,"Projektledelse, kaospilot (privat udd.)",60,402510,6010,655,0413,11,10,156,0,0,50391510,36,1,840,"Projektledelse, kaospilot (privat udd.)",60,402510,6010,655,0413,192,3,50391510,Dansk
845,3D Digital Artist (privat udd.),30,271015,3090,353,0211,11,1,132,1,1,30452510,36,1,845,3D Digital Artist (privat udd.),30,271015,3090,353,0211,168,3,30452510,Dansk
850,Kosmetolog (privat udd.),30,702025,3090,353,1012,11,1,132,1,2,30902510,18,1,850,Kosmetolog (privat udd.),30,702025,3090,353,1012,150,3,30902510,Dansk
990,"Pædagogik, supplement efter kandidatuddannelse",70,202010,8590,748,0111,5,10,216,1,0,70203020,0,1,990,"Pædagogik, supplement efter kandidatuddannelse",70,202010,8590,748,0111,216,5,70203020,Dansk
1006,6. klasse,10,101010,1510,100,0011,8,1,72,0,1,10101016,12,0,1006,6. klasse,10,101010,1510,100,0011,84,2,10101016,Dansk
1007,7. klasse,20,102010,1520,241,0011,8,1,84,0,1,10201010,12,0,1007,7. klasse,20,102010,1520,241,0011,96,2,10201010,Dansk
1008,8. klasse,20,102010,1520,241,0011,8,1,96,0,1,10201011,12,0,1008,8. klasse,20,102010,1520,241,0011,108,2,10201011,Dansk
1009,9. klasse,20,102010,1520,244,0011,8,1,108,0,1,10201012,12,0,1009,9. klasse,20,102010,1520,244,0011,120,1,10201012,Dansk
1010,10. klasse,20,102010,1530,244,0011,8,1,120,0,1,10301010,12,0,1010,10. klasse,20,102010,1530,244,0011,132,1,10301010,Dansk
1011,11. klasse,20,102010,1530,244,0011,8,1,120,0,1,10301010,12,0,1011,11. klasse,20,102010,1530,244,0011,132,1,10301010,Dansk
1021,1. real,20,102010,1520,241,0011,8,1,96,0,1,10201011,12,0,1021,1. real,20,102010,1520,241,0011,108,2,10201011,Dansk
