SEKVENS;KODE;NIVEAU;TITEL;GENERELLE_NOTER;INKLUDERER;INKLUDERER_OGSÅ;EKSKLUDERER;PARAGRAF;MÅLEENHED
1;"05";1;Førskoleuddannelser;;;;;;
2;"0510";2;Førskoleuddannelser;;;;;;
3;"051010";3;Vuggestue mv.;;;;;;
4;"05101010";4;Vuggestue;;;;;;
5;"1984";5;Vuggestue mv., førskoleuddannelse;;;;;;
6;"051020";3;Børnehave mv.;;;;;;
7;"05102010";4;Børnehave;;;;;;
8;"1985";5;Børnehave mv., førskoleuddannelse;;;;;;
9;"10";1;Grundskole;;;;;;
10;"1001";2;Ingen uddannelse;;;;;;
11;"100110";3;Ingen uddannelse Indv.udd;;;;;;
12;"10011010";4;Ingen uddannelse Indv.udd;;;;;;
13;"0001";5;Ingen uddannelse ivu;;;;;;
14;"1010";2;Grundskole til og med 6. klasse;;;;;;
15;"101010";3;Grundskole til og med 6. klasse;;;;;;
16;"10101010";4;0. klasse;;;;;;
17;"1100";5;Børnehaveklasse;;;;;;
18;"1120";5;Børnehaveklasse;;;;;;
19;"10101011";4;1. klasse;;;;;;
20;"1101";5;1. klasse;;;;;;
21;"10101012";4;2. klasse;;;;;;
22;"1102";5;2. klasse;;;;;;
23;"10101013";4;3. klasse;;;;;;
24;"1103";5;3. klasse;;;;;;
25;"10101014";4;4. klasse;;;;;;
26;"1104";5;4. klasse;;;;;;
27;"10101015";4;5. klasse;;;;;;
28;"1105";5;5. klasse;;;;;;
29;"10101016";4;6. klasse;;;;;;
30;"1006";5;6. klasse;;;;;;
31;"1106";5;6. klasse;;;;;;
32;"1206";5;6. klasse;;;;;;
33;"10101020";4;Grundskole til og med 6. årgang;;;;;;
34;"0200";5;1-6 år ivu;;;;;;
35;"1114";5;Grundskole til og med 6. kl;;;;;;
36;"1020";2;Grundskole 7.-9. klasse;;;;;;
37;"102010";3;Grundskole 7.-9. klasse;;;;;;
38;"10201010";4;7. klasse;;;;;;
39;"1007";5;7. klasse;;;;;;
40;"1107";5;7. klasse;;;;;;
41;"1207";5;7. klasse;;;;;;
42;"10201011";4;8.klasse;;;;;;
43;"1008";5;8. klasse;;;;;;
44;"1021";5;1. real;;;;;;
45;"1108";5;8. klasse;;;;;;
46;"1121";5;1. real;;;;;;
47;"1208";5;8. klasse;;;;;;
48;"1721";5;1. år, realkursus 3-årigt;;;;;;
49;"2508";5;8. klasse, efterskole;;;;;;
50;"10201012";4;9. klasse;;;;;;
51;"1009";5;9. klasse;;;;;;
52;"1022";5;2. real;;;;;;
53;"1109";5;9. klasse;;;;;;
54;"1122";5;2. real;;;;;;
55;"1209";5;9. klasse;;;;;;
56;"1509";5;1. år, grundsskolekursus 2-årigt;;;;;;
57;"1522";5;1. år, realkursus 2-årigt;;;;;;
58;"1722";5;2. år, realkursus 3-årigt;;;;;;
59;"2509";5;9. klasse, efterskole;;;;;;
60;"10201020";4;Grundskole 7.-9. årgang;;;;;;
61;"0205";5;7-8 år ivu;;;;;;
62;"0210";5;9-10 år ivu;;;;;;
63;"1115";5;Grundskole 7.-10. kl.;;;;;;
64;"1116";5;Grundskole 7.-9. kl.;;;;;;
65;"2515";5;Efterskoler;;;;;;
66;"2516";5;Efterskoler 8.-9. kl.;;;;;;
67;"1030";2;Grundskole 10. klasse;;;;;;
68;"103010";3;Grundskole 10. klasse;;;;;;
69;"10301010";4;10. klasse;;;;;;
70;"1010";5;10. klasse;;;;;;
71;"1011";5;11. klasse;;;;;;
72;"1023";5;3. real;;;;;;
73;"1110";5;10. klasse;;;;;;
74;"1111";5;11. klasse;;;;;;
75;"1123";5;3. real;;;;;;
76;"1210";5;10. klasse;;;;;;
77;"1410";5;1-årigt grundskolekursus;;;;;;
78;"1423";5;1-årigt realkursus;;;;;;
79;"1510";5;2. år, grundsskolekursus 2-årigt;;;;;;
80;"1523";5;2. år, realkursus 2-årigt;;;;;;
81;"1723";5;3. år, realkursus 3-årigt;;;;;;
82;"2401";5;Efterskole una;;;;;;
83;"2510";5;10. klasse, efterskole;;;;;;
84;"2511";5;11. klasse, efterskole;;;;;;
85;"10301020";4;Grundskole 10. årgang;;;;;;
86;"1117";5;Grundskole 10.-11. kl.;;;;;;
87;"2517";5;Efterskoler 10.-11. kl.;;;;;;
88;"1040";2;Grundskolefag for voksne;;;;;;
89;"104010";3;Almen voksenuddannelse, enkeltfag;;;;;;
90;"10401010";4;Almen voksenuddannelse, enkeltfag;;;;;;
91;"9602";5;Fsu Folkeskolens udvidede afgangsprøve, enkeltfag;;;;;;
92;"9603";5;Fsa Folkeskolens afgangsprøve, enkeltfag;;;;;;
93;"9604";5;Almen voksenuddannelse, enkeltfag;;;;;;
94;"104020";3;Forberedende voksenuddannelse, enkeltfag;;;;;;
95;"10402010";4;Forberedende voksenuddannelse, enkeltfag;;;;;;
96;"9606";5;Forberedende voksenuddannelse, enkeltfag;;;;;;
97;"104030";3;Ordblindeundervisning for voksne;;;;;;
98;"10403010";4;Ordblindeundervisning for voksne;;;;;;
99;"9607";5;Ordblindeundervisning for voksne;;;;;;
100;"15";1;Forberedende uddannelser;;;;;;
101;"1510";2;Højskoleforløb;;;;;;
102;"151010";3;Folke- og ungdomshøjskolekurser;;;;;;
103;"15101010";4;Daghøjskoler;;;;;;
104;"2428";5;Daghøjskoler;;;;;;
105;"15101020";4;Ungdomshøjskolekursus;;;;;;
106;"2431";5;Ungdomshøjskolekursus, alment;;;;;;
107;"2432";5;Ungdomshøjskolekursus, andre;;;;;;
108;"15101030";4;Folkehøjskolekursus, alment;;;;;;
109;"2441";5;Folkehøjskolekursus, alment;;;;;;
110;"15101040";4;Folkehøjskolekursus, gymnastik / idræt;;;;;;
111;"2442";5;Folkehøjskolekursus, særlig gymnastik-/idrætskursus;;;;;;
112;"15101050";4;Folkehøjskolekursus for handicappede;;;;;;
113;"2445";5;Folkehøjskolekursus, særlig tilrettelagt for handicappede;;;;;;
114;"15101060";4;Folkehøjskolekursus, andre;;;;;;
115;"2443";5;Folkehøjskolekursus, håndarbejde og sløjd;;;;;;
116;"2444";5;Folkehøjskolekursus, forkursus sygepleje;;;;;;
117;"2446";5;Folkehøjskolekursus, pensionister;;;;;;
118;"2447";5;Folkehøjskolekursus, andre;;;;;;
119;"1520";2;Introducerende og erhvervsrettede forløb;;;;;;
120;"152010";3;Husholdnings- og håndarbejdskurser;;;;;;
121;"15201010";4;Husholdningskursus, alment;;;;;;
122;"2411";5;Husholdningskursus, alment;;;;;;
123;"15201020";4;Husholdningskursus, andre;;;;;;
124;"2413";5;Køkkenleder 1;;;;;;
125;"2415";5;Husholdningsskole, efteruddannelseskursus;;;;;;
126;"2417";5;Husholdningsskole, andre kurser;;;;;;
127;"15201030";4;Håndarbejdskursus;;;;;;
128;"2421";5;Håndarbejdskursus;;;;;;
129;"152020";3;Tekniske enkeltfag;;;;;;
130;"15202010";4;Tx-enkeltfag;;;;;;
131;"3942";5;Tx-enkeltfag;;;;;;
132;"152030";3;Tf-kurser mv.;;;;;;
133;"15203010";4;Tf-kurser mv.;;;;;;
134;"3955";5;Tf-kursus;;;;;;
135;"5050";5;Tf-kursus;;;;;;
136;"152040";3;Særlige ungdomsuddannelser;;;;;;
137;"15204010";4;Særlige ungdomsuddannelser;;;;;;
138;"2425";5;Særlig tilrettelagt ungdomsuddannelse (STU);;;;;;
139;"2493";5;Kombineret ungdomsuddannelse;;;;;;
140;"2530";5;Den fri ungdomsuddannelse (FUU);;;;;;
141;"4725";5;Erhvervsgrunduddannelse EGU;;;;;;
142;"4763";5;Forberedende grunduddannelse (FGU), basis, FVU-niveau;;;;;;
143;"4764";5;Forberedende grunduddannelse (FGU), basis, faglig introduktion;;;;;;
144;"4765";5;Forberedende grunduddannelse (FGU), almen grunduddannelse;;;;;;
145;"4766";5;Forberedende grunduddannelse (FGU), produktionsgrunduddannelse;;;;;;
146;"4767";5;Forberedende grunduddannelse (FGU), erhvervsgrunduddannelse;;;;;;
147;"152050";3;Andre erhvervsrettede forløb;;;;;;
148;"15205010";4;Kreativ basis, grafisk åben uddannelse;;;;;;
149;"1365";5;Kreativ basis, grafisk åben uddannelse (GÅU);;;;;;
150;"15205020";4;Produktionsskole;;;;;;
151;"1901";5;Produktionsskole;;;;;;
152;"15205030";4;Erhvervsintroduktion, kurser;;;;;;
153;"1351";5;Erhvervsintroduktion, kurser for unge;;;;;;
154;"1352";5;Erhvervsintroduktion, langtidsledige;;;;;;
155;"1353";5;Erhvervsintroduktion, kurser for kvinder;;;;;;
156;"1354";5;Erhvervsintroduktion, eifu/eifl-kurser;;;;;;
157;"1355";5;Erhvervsintroduktion, erhv.dk indvandrere;;;;;;
158;"1356";5;Erhvervsintroduktion, kurser for 10.kl.;;;;;;
159;"1357";5;Erhvervsintroduktion, specialklasser;;;;;;
160;"1359";5;Erhvervsintroduktion, inspirationskurser;;;;;;
161;"4199";5;Ti teknisk introduktionskursus;;;;;;
162;"4202";5;Hi handel introduktionskursus;;;;;;
163;"20";1;Gymnasiale uddannelser;;;;;;
164;"2010";2;Alment gymnasiale uddannelser;;;;;;
165;"201010";3;Stx;;;;;;
166;"20101010";4;Stx;;;;;;
167;"1199";5;Stx;;;;;;
168;"20101011";4;Gymnasiet uden linieopdeling, 1.g.;;;;;;
169;"1040";5;1.g, matematisk-sproglig fælleslinie;;;;;;
170;"1140";5;1.g, matematisk-sproglig fælleslinie;;;;;;
171;"1196";5;1.g;;;;;;
172;"20101012";4;Gymnasiet uden linieopdeling, 2.g.;;;;;;
173;"1049";5;2.g, matematisk-sproglig fælleslinie;;;;;;
174;"1149";5;2.g, matematisk-sproglig fælleslinie;;;;;;
175;"1197";5;2.g;;;;;;
176;"20101013";4;Gymnasiet uden linieopdeling, 3.g.;;;;;;
177;"1069";5;3.g, matematisk-sproglig fælleslinie;;;;;;
178;"1097";5;Anden dansk studentereksamen;;;;;;
179;"1169";5;3.g, matematisk-sproglig fælleslinie;;;;;;
180;"1198";5;3.g;;;;;;
181;"20101020";4;Matematisk gymnasium;;;;;;
182;"1179";5;Matematisk gymnasium;;;;;;
183;"20101021";4;Matematisk gymnasium, 1.g.;;;;;;
184;"1041";5;1.g, matematisk linie;;;;;;
185;"1141";5;1.g, matematisk linie;;;;;;
186;"20101022";4;Matematisk gymnasium, 2.g.;;;;;;
187;"1051";5;2.g, matematisk-fysisk linie;;;;;;
188;"1052";5;2.g, matematisk-naturfaglig linie;;;;;;
189;"1143";5;2.g, matematisk linie;;;;;;
190;"1151";5;2.g, matematisk-fysisk linie;;;;;;
191;"1152";5;2.g, matematisk-naturfaglig linie;;;;;;
192;"1153";5;2.g, matematisk-samfundsfaglig linie;;;;;;
193;"1154";5;2.g, matematisk-musisk linie;;;;;;
194;"1155";5;2.g, matematisk forsøgslinie;;;;;;
195;"20101023";4;Matematisk gymnasium, 3.g.;;;;;;
196;"1070";5;3.g, matematisk linie una;;;;;;
197;"1071";5;3.g, matematisk-fysisk linie;;;;;;
198;"1072";5;3.g, matematisk-naturfaglig linie;;;;;;
199;"1073";5;3.g, matematisk-samfundsfaglig linie;;;;;;
200;"1145";5;3.g, matematisk linie;;;;;;
201;"1171";5;3.g, matematisk-fysisk linie;;;;;;
202;"1172";5;3.g, matematisk-naturfaglig linie;;;;;;
203;"1173";5;3.g, matematisk-samfundsfaglig linie;;;;;;
204;"1174";5;3.g, matematisk-musisk linie;;;;;;
205;"1175";5;3.g, matematisk forsøgslinie;;;;;;
206;"20101030";4;Sproglig gymnasium;;;;;;
207;"1189";5;Sproglig gymnasium;;;;;;
208;"20101031";4;Sproglig gymnasium 1.g.;;;;;;
209;"1042";5;1.g, sproglig linie;;;;;;
210;"1142";5;1.g, sproglig linie;;;;;;
211;"20101032";4;Sproglig gymnasium 2.g.;;;;;;
212;"1061";5;2.g, nysproglig linie;;;;;;
213;"1062";5;2.g, klassisksproglig linie;;;;;;
214;"1064";5;2.g, musiksproglig linie;;;;;;
215;"1144";5;2.g, sproglig linie;;;;;;
216;"1161";5;2.g, nysproglig linie;;;;;;
217;"1162";5;2.g, klassisksproglig linie;;;;;;
218;"1163";5;2.g, samfundssproglig linie;;;;;;
219;"1164";5;2.g, musiksproglig linie;;;;;;
220;"1165";5;2.g, sproglig forsøgslinie;;;;;;
221;"20101033";4;Sproglig gymnasium 3.g.;;;;;;
222;"1080";5;3.g, sproglig linie una;;;;;;
223;"1081";5;3.g, nysproglig linie;;;;;;
224;"1082";5;3.g, klassisksproglig linie;;;;;;
225;"1083";5;3.g, musiksproglig linie;;;;;;
226;"1084";5;3.g, musiksproglig linie;;;;;;
227;"1146";5;3.g, sproglig linie;;;;;;
228;"1181";5;3.g, nysproglig linie;;;;;;
229;"1182";5;3.g, klassisksproglig linie;;;;;;
230;"1183";5;3.g, samfundssproglig linie;;;;;;
231;"1184";5;3.g, musiksproglig linie;;;;;;
232;"1185";5;3.g, sproglig forsøgslinie;;;;;;
233;"201020";3;Hf;;;;;;
234;"20102010";4;Hf 2-årig;;;;;;
235;"1539";5;Hf;;;;;;
236;"1543";5;2-årig hf;;;;;;
237;"1549";5;Hf-enkeltfag;;;;;;
238;"9014";5;Hf-/studenterfag, enkeltfag;;;;;;
239;"20102011";4;HF 2-årig, 1. år;;;;;;
240;"1031";5;1. hf;;;;;;
241;"1531";5;1. hf;;;;;;
242;"1541";5;1. hf;;;;;;
243;"20102012";4;HF 2-årig, 2. år;;;;;;
244;"1032";5;2. hf;;;;;;
245;"1532";5;2. hf;;;;;;
246;"1542";5;2. hf;;;;;;
247;"20102020";4;Hf 3-årig;;;;;;
248;"1540";5;3-årig hf;;;;;;
249;"20102021";4;HF 3-årig, 1. år;;;;;;
250;"1535";5;1. hf (3-årig);;;;;;
251;"20102022";4;HF 3-årig, 2. år;;;;;;
252;"1536";5;2. hf (3-årig);;;;;;
253;"20102023";4;HF 3-årig, 3. år;;;;;;
254;"1533";5;3. hf.;;;;;;
255;"1537";5;3. hf;;;;;;
256;"201030";3;Studenterkursus;;;;;;
257;"20103010";4;Studenterkursus uden linieopdeling;;;;;;
258;"1652";5;Studenterkursus;;;;;;
259;"20103011";4;Studenterkursus uden linieopdeling 1. år;;;;;;
260;"1650";5;1. år, studenterkursus;;;;;;
261;"20103012";4;Studenterkursus uden linieopdeling 2. år;;;;;;
262;"1651";5;2. år, studenterkursus;;;;;;
263;"20103020";4;Matematisk studenterkursus;;;;;;
264;"1879";5;Matematisk studenterkursus;;;;;;
265;"20103021";4;Matematisk studenterkursus 1. år;;;;;;
266;"1551";5;1. år, studenterkursus matematik-fysik;;;;;;
267;"1552";5;1. år, studenterkursus matematik-naturfag;;;;;;
268;"1553";5;1. år, studenterkursus matematik-samfundsfag;;;;;;
269;"1555";5;1. år, studenterkursus matematik-forsøg;;;;;;
270;"1559";5;1. år, studenterkursus matematik;;;;;;
271;"20103022";4;Matematisk studenterkursus 2. år;;;;;;
272;"1671";5;2. år, studenterkursus matematik-fysik;;;;;;
273;"1672";5;2. år, studenterkursus matematik-naturfag;;;;;;
274;"1673";5;2. år, studenterkursus matematik-samfundsfag;;;;;;
275;"1679";5;2. år, studenterkursus matematik;;;;;;
276;"20103030";4;Sproglig studenterkursus;;;;;;
277;"1889";5;Sproglig studenterkursus;;;;;;
278;"20103031";4;Sproglig studenterkursus 1. år;;;;;;
279;"1561";5;1. år, studenterkursus nysproglig;;;;;;
280;"1562";5;1. år, studenterkursus sproglig;;;;;;
281;"1563";5;1. år, studenterkursus samfundsfag-sproglig;;;;;;
282;"1565";5;1. år, studenterkursus sproglig-forsøg;;;;;;
283;"1569";5;1. år, studenterkursus sproglig;;;;;;
284;"20103032";4;Sproglig studenterkursus 2. år;;;;;;
285;"1681";5;2. år, studenterkursus nysproglig;;;;;;
286;"1682";5;2. år, studenterkursus klassisksproglig;;;;;;
287;"1683";5;2. år, studenterkursus samfundsfag-sproglig;;;;;;
288;"1689";5;2. år, studenterkursus sproglig;;;;;;
289;"2020";2;Erhvervsrettede gymnasiale uddannelser;;;;;;
290;"202010";3;Hhx 1-årig;;;;;;
291;"20201010";4;Hhx 1-årig;;;;;;
292;"4008";5;Hhx, 1-årig;;;;;;
293;"202030";3;Hhx 3-årig;;;;;;
294;"20203010";4;Hhx 3-årig;;;;;;
295;"4007";5;Hhx, 2-årig (gl. ordn.);;;;;;
296;"5090";5;Hhx;;;;;;
297;"20203011";4;Hhx 3-årig, 1. år;;;;;;
298;"3323";5;HHX kursus;;;;;;
299;"202040";3;Htx;;;;;;
300;"20204010";4;Htx;;;;;;
301;"4031";5;Htx, 2-årig (gl. ordn.);;;;;;
302;"5080";5;Htx;;;;;;
303;"2030";2;Internationale gymnasiale uddannelser;;;;;;
304;"203010";3;Pre International Baccalaureate;;;;;;
305;"20301010";4;Pre International Baccalaureate;;;;;;
306;"1891";5;1.g, pre-IB;;;;;;
307;"203020";3;International Baccalaureate;;;;;;
308;"20302020";4;International Baccalaureate;;;;;;
309;"1899";5;IB, International baccalaureate;;;;;;
310;"20302021";4;International Baccalaureate, 1. år;;;;;;
311;"1892";5;2.g, IB år 1;;;;;;
312;"20302022";4;International Baccalaureate, 2. år;;;;;;
313;"1893";5;3.g, IB år 2;;;;;;
314;"203030";3;Dansk-Tysk studentereksamen;;;;;;
315;"20303010";4;Dansk-Tysk studentereksamen;;;;;;
316;"1894";5;Dansk-tysk studentereksamen;;;;;;
317;"203040";3;Dansk-Fransk Bacalaurétte;;;;;;
318;"20304010";4;Dansk-Fransk Bacalaurétte;;;;;;
319;"1895";5;Dansk-Fransk Baccalauréat;;;;;;
320;"203050";3;Andre udenlandske gymnasiale uddannelser;;;;;;
321;"20305010";4;Andre udenlandske gymnasiale uddannelser;;;;;;
322;"0215";5;Studentereksamen mv., ivu;;;;;;
323;"1098";5;Udenlandsk studentereksamen;;;;;;
324;"25";1;Danskundervisning ved sprogcentre;;;;;;
325;"2510";2;Danskundervisning ved sprogcentre;;;;;;
326;"251011";3;Danskundervisning  Dansk 1;;;;;;
327;"25101111";4;Danskundervisning  Dansk 1;;;;;;
328;"1301";5;Dansk 1;;;;;;
329;"251012";3;Danskundervisning, Dansk 2;;;;;;
330;"25101212";4;Danskundervisning, Dansk 2;;;;;;
331;"1302";5;Dansk 2;;;;;;
332;"251013";3;Danskundervisning, Dansk 3;;;;;;
333;"25101313";4;Danskundervisning, Dansk 3;;;;;;
334;"1303";5;Dansk 3;;;;;;
335;"251020";3;Danskundervisning, Arbejdsmarkedsrettet Dansk;;;;;;
336;"25102020";4;Danskundervisning, Arbejdsmarkedsrettet Dansk;;;;;;
337;"3319";5;Arbejdsmarkedsrettet Dansk;;;;;;
338;"251030";3;Danskundervisning, Dansk uoplyst;;;;;;
339;"25103030";4;Danskundervisning, Dansk uoplyst;;;;;;
340;"1305";5;Dansk uoplyst;;;;;;
341;"29";1;Erhvervsfaglige grundforløb;;;;;;
342;"2910";2;Omsorg, sundhed og pædagogik (OSP), grundforløb;;;;;;
343;"291010";3;Sundhed, omsorg og pædagogik, grundforløb;;;;;;
344;"29101010";4;Sundhed, omsorg og pædagogik, grundforløb;;;;;;
345;"3232";5;Omsorg, sundhed og pædagogik;;;;;;
346;"4739";5;Sundhed, omsorg og pædagogik;;;;;;
347;"2915";2;Kontor, handel og forretningsservice (KHF), grundforløb;;;;;;
348;"291510";3;Det merkantile område, grundforløb;;;;;;
349;"29151010";4;Det merkantile område, grundforløb;;;;;;
350;"3233";5;Kontor, handel og forretningsservice;;;;;;
351;"4001";5;Handelseksamen, almen linie;;;;;;
352;"4002";5;Handelseksamen, sproglig linie;;;;;;
353;"4003";5;Handelseksamen, regnskabslinie;;;;;;
354;"4004";5;Handelseksamen, butikslinie;;;;;;
355;"4198";5;Hg;;;;;;
356;"4710";5;Det merkantile område;;;;;;
357;"291515";3;Bygnings- og brugerservice, grundforløb;;;;;;
358;"29151510";4;Bygnings- og brugerservice, grundforløb;;;;;;
359;"4732";5;Bygnings- og brugerservice;;;;;;
360;"2920";2;Fødevarer, jordbrug og oplevelser (FJO), grundforløb;;;;;;
361;"292010";3;Fødevarer, jordbrug og oplevelser, grundforløb;;;;;;
362;"29201010";4;Fra jord til bord, grundforløb;;;;;;
363;"3231";5;Fødevarer, jordbrug og oplevelser;;;;;;
364;"4320";5;Levnedsmiddelfag, basisår;;;;;;
365;"4520";5;Jordbrugsfag, basisår;;;;;;
366;"4715";5;Fra jord til bord;;;;;;
367;"29201015";4;Mad til mennesker, grundforløb;;;;;;
368;"4735";5;Mad til mennesker;;;;;;
369;"29201020";4;Dyr, planter og natur, grundforløb;;;;;;
370;"4733";5;Dyr, planter og natur;;;;;;
371;"29201025";4;Krop og stil, grundforløb;;;;;;
372;"4734";5;Krop og stil;;;;;;
373;"2925";2;Teknologi, byggeri og transport (TBT), grundforløb;;;;;;
374;"292510";3;Teknologi, byggeri og transport, grundforløb;;;;;;
375;"29251010";4;Bil, fly og andre transportmidler, grundforløb;;;;;;
376;"4730";5;Bil, fly og andre transportmidler;;;;;;
377;"29251015";4;Bygge og anlæg, grundforløb;;;;;;
378;"3234";5;Teknologi, byggeri og transport;;;;;;
379;"4170";5;Bygge og anlæg, basisår;;;;;;
380;"4713";5;Bygge og anlæg;;;;;;
381;"4731";5;Bygge og anlæg;;;;;;
382;"29251020";4;Håndværk og teknik, grundforløb;;;;;;
383;"4120";5;Jern og metal, basisår;;;;;;
384;"4195";5;Teknik 2. skoleperiode;;;;;;
385;"4714";5;Håndværk og teknik;;;;;;
386;"29251025";4;Medieproduktion, grundforløb;;;;;;
387;"4736";5;Medieproduktion;;;;;;
388;"29251030";4;Mekanik, transport og logistik, grundforløb;;;;;;
389;"4550";5;Landtransport, basisår;;;;;;
390;"4716";5;Mekanik, transport og logistik;;;;;;
391;"29251035";4;Produktion og udvikling, grundforløb;;;;;;
392;"4737";5;Produktion og udvikling;;;;;;
393;"29251040";4;Service, grundforløb;;;;;;
394;"4380";5;Service, basisår;;;;;;
395;"4717";5;Service;;;;;;
396;"29251045";4;Strøm, styring og it, grundforløb;;;;;;
397;"4738";5;Strøm, styring og IT;;;;;;
398;"29251050";4;Teknologi og kommunikation, grundforløb;;;;;;
399;"4360";5;Grafisk, basisår;;;;;;
400;"4712";5;Teknologi og kommunikation;;;;;;
401;"29251055";4;Transport og logistik, grundforløb;;;;;;
402;"4740";5;Transport og logistik;;;;;;
403;"30";1;Erhvervsfaglige uddannelser;;;;;;
404;"3010";2;Omsorg, sundhed og pædagogik (OSP);;;;;;
405;"301010";3;Sundhed, omsorg og pædagogik uden nærmere angivelse;;;;;;
406;"30101010";4;Sundhed, omsorg og pædagogik uden nærmere angivelse;;;;;;
407;"0320";5;Pædagogik, ivu (eud);;;;;;
408;"3225";5;Omsorg, sundhed og pædagogik, Individuel EUD;;;;;;
409;"4124";5;Sundhed, omsorg og pædagogik, individuel eud;;;;;;
410;"301015";3;Pædagogiske uddannelser;;;;;;
411;"30101510";4;Pædagogisk assistentuddannelse;;;;;;
412;"4782";5;Pædagogisk assistentuddannelse (eud);;;;;;
413;"5142";5;Pædagogisk grunduddannelse;;;;;;
414;"5443";5;Pædagogisk grunduddannelse PGU;;;;;;
415;"301020";3;Social- og sundhedsuddannelsen;;;;;;
416;"30102010";4;Social- og sundhedsuddannelse uden nærmere angivelse;;;;;;
417;"0390";5;Social/sundhed, ivu (eud);;;;;;
418;"4781";5;Social- og sundhedsuddannelsen (eud);;;;;;
419;"30102015";4;Social- og sundhedshjælper;;;;;;
420;"4780";5;Social- og sundhedshjælper (eud);;;;;;
421;"4790";5;Social- og sundhedshjælper;;;;;;
422;"5144";5;Social og sundhed, grundforløb;;;;;;
423;"5146";5;Plejer;;;;;;
424;"5147";5;Social- og sundhedshjælper;;;;;;
425;"9467";5;Hjemmehjælper;;;;;;
426;"30102020";4;Social- og sundhedsassistent;;;;;;
427;"4791";5;Social- og sundhedsassistent;;;;;;
428;"5148";5;Sygehjælper;;;;;;
429;"5149";5;Plejehjemsassistent;;;;;;
430;"5152";5;Social- og sundhedsassistent;;;;;;
431;"301025";3;Hospitalstekniske assistenter;;;;;;
432;"30102510";4;Hospitalsteknisk assistent;;;;;;
433;"4146";5;Hospitalsteknisk assistent;;;;;;
434;"301030";3;Tandklinikassistenter;;;;;;
435;"30103010";4;Tandklinikassistent;;;;;;
436;"4511";5;Tandklinikassistent;;;;;;
437;"301035";3;Sundhed, omsorg og pædagogik i øvrigt;;;;;;
438;"30103510";4;Sundhed, omsorg og pædagogik i øvrigt;;;;;;
439;"0812";5;Faglærer i idræt (privat udd.);;;;;;
440;"3780";5;Fodplejer opskoling;;;;;;
441;"4498";5;Optometrist (erhvervsfaglig);;;;;;
442;"4880";5;Defektrice;;;;;;
443;"5145";5;Beskæftigelsesvejleder;;;;;;
444;"5155";5;Fodterapeut;;;;;;
445;"9106";5;Kørelærer;;;;;;
446;"9468";5;Barneplejerske;;;;;;
447;"9573";5;Handelsfaglærereksamen;;;;;;
448;"9621";5;Mensendiecklærer;;;;;;
449;"3015";2;Kontor, handel og forretningsservice (KHF);;;;;;
450;"301510";3;Merkantile uddannelser uden nærmere angivelse;;;;;;
451;"30151010";4;Merkantile uddannelser uden nærmere angivelse;;;;;;
452;"0339";5;Handel/kontor, ivu (eud);;;;;;
453;"3226";5;Kontor, handel og forretningsservice, Individuel EUD;;;;;;
454;"3910";5;Merkantile grundfag;;;;;;
455;"3915";5;Merkantile område- og specialefag;;;;;;
456;"4758";5;Merkantile område, individuel eud;;;;;;
457;"301515";3;Kontoruddannelser;;;;;;
458;"30151510";4;Kontoruddannelse, generel og med speciale;;;;;;
459;"4190";5;Kontoruddannelse;;;;;;
460;"4194";5;Kontoruddannelse, kontorservice;;;;;;
461;"4996";5;Informatikassistent;;;;;;
462;"301520";3;Finansuddannelser;;;;;;
463;"30152010";4;Finansuddannelse;;;;;;
464;"4193";5;Finansuddannelsen;;;;;;
465;"301525";3;Detailhandelsuddannelser;;;;;;
466;"30152510";4;Detailhandelsuddannelse;;;;;;
467;"4192";5;Detailhandelsuddannelse;;;;;;
468;"301530";3;Handelsuddannelser;;;;;;
469;"30153010";4;Handelsuddannelse;;;;;;
470;"4191";5;Handelsuddannelse;;;;;;
471;"301535";3;Kundekontaktcenteruddannelse;;;;;;
472;"30153510";4;Kundekontaktcenteruddannelse;;;;;;
473;"4196";5;Kontoruddannelse, kundekontaktcenter;;;;;;
474;"301540";3;Sundhedsservicesekretær;;;;;;
475;"30154010";4;Sundhedsservicesekretær;;;;;;
476;"4189";5;Sundhedsservicesekretær;;;;;;
477;"301545";3;Merkantile uddannelser i øvrigt;;;;;;
478;"30154510";4;Merkantile uddannelser i øvrigt;;;;;;
479;"2481";5;Blomsterdekoratørkursus;;;;;;
480;"3835";5;Pc-bruger;;;;;;
481;"3935";5;Ledere af håndværksvirksomhed, kursus;;;;;;
482;"3939";5;Iværksætteruddannelse;;;;;;
483;"3960";5;Sektoroverskridende, åben uddannelse;;;;;;
484;"3961";5;Indledende kurser til VVU;;;;;;
485;"3965";5;Blomsterbinder;;;;;;
486;"4010";5;Edb-assistent;;;;;;
487;"4994";5;Iværksætter;;;;;;
488;"5200";5;Postelev;;;;;;
489;"5201";5;Teleelev;;;;;;
490;"5202";5;Postassistent;;;;;;
491;"5205";5;Toldbetjent;;;;;;
492;"5206";5;Toldassistent;;;;;;
493;"5207";5;Toldfaglig grunduddannelse;;;;;;
494;"5208";5;Toldsekretær;;;;;;
495;"5209";5;Toldfuldmægtig;;;;;;
496;"9215";5;Assurandøruddannelse;;;;;;
497;"9540";5;Forvaltningsfagligt grundkursus;;;;;;
498;"9622";5;Dansk kommunalkursus 1;;;;;;
499;"9623";5;Dansk kommunalkursus 2;;;;;;
