SEKVENS;KODE;NIVEAU;TITEL;GENERELLE_NOTER;INKLUDERER;INKLUDERER_OGSÅ;EKSKLUDERER;PARAGRAF;MÅLEENHED
1368;"3728";5;Amu.trp, grundkompetence chauffør - gods;;;;;;
1369;"3730";5;Amu.trp, godstransport ad landevej;;;;;;
1370;"3773";5;Amu.trp, transport af levende dyr;;;;;;
1371;"3777";5;Amu.trp, tanktransport;;;;;;
1372;"396540";3;Transport- og logistik i øvrigt, AMU;;;;;;
1373;"39654010";4;Transport- og logistik i øvrigt, AMU;;;;;;
1374;"0285";5;Transport mv., ivu (amu);;;;;;
1375;"2982";5;Amu.htf., transport og logistik;;;;;;
1376;"3287";5;Amu.trp, klargøring af og tunnelkørsel med togmateriel;;;;;;
1377;"3611";5;Amu.bai, spildevandsbehandling;;;;;;
1378;"3639";5;Amu.bai, nedrivning og affaldshåndtering;;;;;;
1379;"3665";5;Amu.ind, travers-portalkran-riggerområdet;;;;;;
1380;"3717";5;Amu.trp, klargøring af togmateriel;;;;;;
1381;"3718";5;Amu.trp, renovation;;;;;;
1382;"3721";5;Amu.trp, post;;;;;;
1383;"3732";5;Amu.trp, lastbilkran;;;;;;
1384;"3733";5;Amu.trp, mobilkran;;;;;;
1385;"3734";5;Amu.trp, vintertjeneste;;;;;;
1386;"3749";5;Amu.ind, betjening af travers-portalkran-riggerudstyr;;;;;;
1387;"3990";2;Andre arbejdsmarkedsuddannelser, AMU;;;;;;
1388;"399010";3;Erhvervsfiskeri mv., AMU;;;;;;
1389;"39901010";4;Erhvervsfiskeri mv., AMU;;;;;;
1390;"2923";5;Amu.ind., vodbinderierhverv;;;;;;
1391;"2978";5;Amu.htf., erhvervsfiskere;;;;;;
1392;"3737";5;Amu.trp, erhvervsfiskere;;;;;;
1393;"399025";3;Kompetenceafklaring, AMU;;;;;;
1394;"39902510";4;Kompetenceafklaring, AMU;;;;;;
1395;"3735";5;Amu, fælleskataloget;;;;;;
1396;"3738";5;Amu, individuel kompetenceafklaring;;;;;;
1397;"3769";5;Amu, individuel kompetence vurdering;;;;;;
1398;"399030";3;Uden nærmere angivelse, AMU;;;;;;
1399;"39903010";4;Uden nærmere angivelse, AMU;;;;;;
1400;"3181";5;Amu, fri-institutionsforsøg;;;;;;
1401;"3998";2;Efterudd., specialarb., fagl., andre grupper, AMU;;;;;;
1402;"399810";3;Omsorg, sundhed og pædagogik, AMU;;;;;;
1403;"39981030";4;Tandpleje og assistance i tandklinik, AMU;;;;;;
1404;"9766";5;Fag., tandteknikerfag;;;;;;
1405;"399815";3;Kontor, handel og forretningsservice, AMU;;;;;;
1406;"39981510";4;Offentlig- og privat administration og ledelse, AMU;;;;;;
1407;"9719";5;Agr., arbejdsledelse ledelsesteknik;;;;;;
1408;"9726";5;Agr., arbejdsledelse handel og service;;;;;;
1409;"39981515";4;Kontorområdet, AMU;;;;;;
1410;"9731";5;Fag., kontorfag andet;;;;;;
1411;"9732";5;Fag., kontorteknik;;;;;;
1412;"9733";5;Fag., handelsfag edb-teknik;;;;;;
1413;"9780";5;Fag., organisation;;;;;;
1414;"9782";5;Fag., administration;;;;;;
1415;"9783";5;Fag., engrosvirksomhed;;;;;;
1416;"39981520";4;Finans, AMU;;;;;;
1417;"9781";5;Fag., salg og markedsføring;;;;;;
1418;"9785";5;Fag., finanssektoren;;;;;;
1419;"39981525";4;Engros- og detailhandel, AMU;;;;;;
1420;"9730";5;Fag., handelsfag;;;;;;
1421;"9734";5;Fag., butiksfag;;;;;;
1422;"39981530";4;Personlige tjenesteydelser, AMU;;;;;;
1423;"9767";5;Fag., frisørfag;;;;;;
1424;"39981545";4;Merkantilt i øvrigt, AMU;;;;;;
1425;"9779";5;Fag., økonomi og regnskab;;;;;;
1426;"39981550";4;Ejendoms- og anden service, AMU;;;;;;
1427;"9833";5;Sp., rengøringsservice;;;;;;
1428;"9834";5;Sp., ejendomsservice;;;;;;
1429;"9835";5;Sp., sikkerhedsservice;;;;;;
1430;"9836";5;Sp., vaskeriindustrien;;;;;;
1431;"9872";5;Sp., rengøring mv., forsøg;;;;;;
1432;"9877";5;Sp., vaskeriindustri, forsøg;;;;;;
1433;"9882";5;Sp., personlig sikkerhed, forsøg;;;;;;
1434;"9883";5;Sp., personlig sikkerhed;;;;;;
1435;"399820";3;Fødevarer, AMU;;;;;;
1436;"39982010";4;Bager og konditor, AMU;;;;;;
1437;"9689";5;Fag., industribager;;;;;;
1438;"9773";5;Fag., bagerfag;;;;;;
1439;"9774";5;Fag., konditor;;;;;;
1440;"9775";5;Fag., bager og konditorfag;;;;;;
1441;"39982020";4;Kødbranchen, AMU;;;;;;
1442;"9332";5;Sp., slagteri;;;;;;
1443;"9684";5;Fag., butiksslagter;;;;;;
1444;"9685";5;Fag., industrislagter;;;;;;
1445;"9699";5;Agr., arbejdsledelse, kødindustri;;;;;;
1446;"9771";5;Fag., slagterfag;;;;;;
1447;"9772";5;Fag., kødindustri andre tekniske fag;;;;;;
1448;"9841";5;Sp., pølsemageri;;;;;;
1449;"9842";5;Sp., tarmrenseri;;;;;;
1450;"9843";5;Sp., kødbranchen detail;;;;;;
1451;"9866";5;Sp., kødbranche, forsøg;;;;;;
1452;"9867";5;Sp., kødbranche, el-teknik;;;;;;
1453;"39982025";4;Mejeriområdet, AMU;;;;;;
1454;"9698";5;Agr., arbejdsledelse mejeri;;;;;;
1455;"9770";5;Fag., mejerifag;;;;;;
1456;"9840";5;Sp., mejeriindustrien;;;;;;
1457;"9870";5;Sp., mejeriindustri, forsøg;;;;;;
1458;"39982035";4;Køkken, hotel og restaurant, AMU;;;;;;
1459;"9483";5;Sp., køkkenområdet;;;;;;
1460;"9678";5;Fag., tjener;;;;;;
1461;"9679";5;Fag., receptionist;;;;;;
1462;"9681";5;Fag., smørrebrødsjomfru;;;;;;
1463;"9682";5;Fag., hotel og restauration;;;;;;
1464;"9776";5;Fag., kokkefag;;;;;;
1465;"9845";5;Sp., serveringsområdet;;;;;;
1466;"9862";5;Sp., hotel og restauration, forsøg;;;;;;
1467;"39982050";4;Fødevarer i øvrigt, AMU;;;;;;
1468;"9333";5;Sp., fiskeindustrien;;;;;;
1469;"9338";5;Sp., bryggeriindustrien;;;;;;
1470;"9844";5;Sp., nærings- og nydelsesmidler;;;;;;
1471;"9856";5;Sp., bryggeriindustrien, forsøg;;;;;;
1472;"9861";5;Sp., fiskeindustri, forsøg;;;;;;
1473;"9889";5;Sp., fjerkræindustri;;;;;;
1474;"399825";3;Jordbrug og natur, AMU;;;;;;
1475;"39982510";4;Landbrug, AMU;;;;;;
1476;"9697";5;Agr., arbejdsledelse, landbrug og jordbrug;;;;;;
1477;"9725";5;Agr., arbejdsledelse landbrug;;;;;;
1478;"9837";5;Sp., landbrug;;;;;;
1479;"9838";5;Sp., jordbrug i øvrigt;;;;;;
1480;"9868";5;Sp., jordbrugsområdet, forsøg;;;;;;
1481;"39982515";4;Gartneri, AMU;;;;;;
1482;"9677";5;Fag., væksthusgartner;;;;;;
1483;"9769";5;Fag., gartnerfag;;;;;;
1484;"9787";5;Fag., gartner;;;;;;
1485;"9839";5;Sp., gartneri;;;;;;
1486;"399835";3;Byggeriområdet, AMU;;;;;;
1487;"39983510";4;Bygge og anlæg uden nærmere angivelse, AMU;;;;;;
1488;"9317";5;Sp., bygningsområdet;;;;;;
1489;"9703";5;Agr., arbejdsledelse bygge og anlæg;;;;;;
1490;"9723";5;Agr., efteruddannelse teknisk assistent;;;;;;
1491;"9735";5;Fag., teknisk tegner og -assistent;;;;;;
1492;"9747";5;Fag., stenhuggerfag;;;;;;
1493;"9811";5;Sp., anlægsområdet;;;;;;
1494;"9812";5;Sp., betonindustrien;;;;;;
1495;"9817";5;Sp., isoleringsområdet;;;;;;
1496;"9820";5;Sp., bygge og anlæg andre områder;;;;;;
1497;"9821";5;Sp., stilladsområdet;;;;;;
1498;"9857";5;Sp., bygge og anlæg, forsøg;;;;;;
1499;"9859";5;Sp., bygge og anlæg dykkerområdet;;;;;;
1500;"39983520";4;Bygningsmaler, AMU;;;;;;
1501;"9694";5;Fag., malerfag;;;;;;
1502;"9754";5;Fag., bygningsmalerfag;;;;;;
1503;"39983525";4;Glarmester, AMU;;;;;;
1504;"9748";5;Fag., glarmesterfag;;;;;;
1505;"39983530";4;Murer, AMU;;;;;;
1506;"9746";5;Fag., murerfag;;;;;;
1507;"9858";5;Sp., murerarbejdsmand;;;;;;
1508;"39983540";4;Tømrer mv., AMU;;;;;;
1509;"9321";5;Sp., gulvbelægning;;;;;;
1510;"9693";5;Fag., snedker- og tømrerfag;;;;;;
1511;"9749";5;Fag., tømrerfag;;;;;;
1512;"9751";5;Fag., snedkerfag;;;;;;
1513;"39983545";4;Vvs-teknik, AMU;;;;;;
1514;"9517";5;Sp., kedel og maskinpassere;;;;;;
1515;"9718";5;Agr., arbejdsledelse naturgas;;;;;;
1516;"9737";5;Fag., jern og metal, vvs-teknik;;;;;;
1517;"9753";5;Fag., blikkenslagerfag;;;;;;
1518;"9806";5;Sp., naturgasteknik;;;;;;
1519;"9865";5;Sp., kedel- og maskinpasser, forsøg;;;;;;
1520;"39983550";4;Tagdækker, AMU;;;;;;
1521;"9818";5;Sp., tagdækkerområdet;;;;;;
1522;"39983555";4;Andre bygge- og anlægsuddannelser, AMU;;;;;;
1523;"9322";5;Sp., videreforarbejdning træindustrien;;;;;;
1524;"9750";5;Fag., maskinsnedkerfag;;;;;;
1525;"9752";5;Fag., træindustri, maskinsnedkerfag;;;;;;
1526;"9768";5;Fag., skorstensfejerfag;;;;;;
1527;"9875";5;Sp., træindustri, forsøg;;;;;;
1528;"9876";5;Sp., råtræforarbejdning, træindustrien;;;;;;
1529;"399840";3;Teknologiområdet, strøm og elektronik mv., AMU;;;;;;
1530;"39984010";4;Strøm og elektronik uden nærmere angivelse, AMU;;;;;;
1531;"9709";5;Agr., arbejdsledelse el-teknik;;;;;;
1532;"9713";5;Agr., arbejdsledelse elektronik;;;;;;
1533;"9744";5;Fag., elektrikerfag;;;;;;
1534;"9745";5;Fag., svagstrømsteknik;;;;;;
1535;"9809";5;Sp., metalindustri el-teknik;;;;;;
1536;"39984020";4;Data- og kommunikationsteknik, AMU;;;;;;
1537;"9778";5;Fag., jern metal edb-teknik;;;;;;
1538;"399845";3;Teknologiområdet, grafisk teknik og medieproduktion, AMU;;;;;;
1539;"39984515";4;Film- og tv-produktion, AMU;;;;;;
1540;"9830";5;Sp., filmoperatørområdet;;;;;;
1541;"39984530";4;Grafisk teknik, AMU;;;;;;
1542;"9329";5;Sp., trykkeriområdet;;;;;;
1543;"9706";5;Agr., arbejdsledelse grafisk;;;;;;
1544;"9757";5;Fag., fotograffag;;;;;;
1545;"9758";5;Fag., trykkerfag;;;;;;
1546;"9759";5;Fag., offsettrykkerfag;;;;;;
1547;"9760";5;Fag., sætterfag;;;;;;
1548;"9761";5;Fag., reproteknikerfag;;;;;;
1549;"9762";5;Fag., serigraffag;;;;;;
1550;"9777";5;Fag., bogbinderfag;;;;;;
1551;"9784";5;Fag., bogtryk og repro, fælles;;;;;;
1552;"9786";5;Fag., reklame;;;;;;
1553;"9854";5;Sp., bogbinderområdet, forsøg;;;;;;
1554;"9855";5;Sp., bogtrykfaget, forsøg;;;;;;
1555;"39984535";4;Skilteteknik, AMU;;;;;;
1556;"9755";5;Fag., skiltemalerfag;;;;;;
1557;"399850";3;Teknologiområdet, cykel-, auto- og skibsmekanik mv., AMU;;;;;;
1558;"39985015";4;Cykel-, auto- og skibsmekanik mv., AMU;;;;;;
1559;"9315";5;Sp., skibsværftsarbejde;;;;;;
1560;"9715";5;Agr., arbejdsledelse autoteknik;;;;;;
1561;"9741";5;Fag., flyteknik;;;;;;
1562;"9813";5;Sp., maskinførerområdet;;;;;;
1563;"39985020";4;Karosseri, AMU;;;;;;
1564;"9683";5;Fag., auto karrosseri;;;;;;
1565;"39985025";4;Vognmaler, AMU;;;;;;
1566;"9756";5;Fag., vognmalerfag;;;;;;
1567;"399855";3;Teknologiområdet, maskinteknik og produktion, AMU;;;;;;
1568;"39985510";4;Maskinteknik og produktion uden nærmere angivelse, AMU;;;;;;
1569;"9320";5;Sp., mineralindustrien;;;;;;
1570;"9696";5;Agr., arbejdsledelse procesindustri;;;;;;
1571;"9711";5;Agr., arbejdsledelse produktion og samarbejde;;;;;;
1572;"9712";5;Agr., arbejdsledelse vedligeholdelsesteknik;;;;;;
1573;"9736";5;Fag., jern, metal og andre tekniske;;;;;;
1574;"9800";5;Sp., metalindustri og andre tekniske fag;;;;;;
1575;"9807";5;Sp., montage og måleteknik;;;;;;
1576;"9814";5;Sp., emballageglasindustri;;;;;;
1577;"9815";5;Sp., kunst- og brugsglasindustri;;;;;;
1578;"9831";5;Sp., papirvareindustrien;;;;;;
1579;"9878";5;Sp., farve- og lakindustri;;;;;;
1580;"9879";5;Sp., gødningsindustrien;;;;;;
1581;"9880";5;Sp., eternit- og mineraluldindustri;;;;;;
1582;"9881";5;Sp., papir- og støbepapindustri;;;;;;
1583;"9887";5;Sp., procesindustrien, forsøg;;;;;;
1584;"9888";5;Sp., andre procesinduststrien;;;;;;
1585;"39985520";4;Industrioperatører og produktører, AMU;;;;;;
1586;"9316";5;Sp., den kemiske industri;;;;;;
1587;"9724";5;Agr., efteruddannelse af laboranter;;;;;;
1588;"9810";5;Sp., medicinalindustrien;;;;;;
1589;"39985535";4;Smede, AMU;;;;;;
1590;"9738";5;Fag., smede- og svejseteknik;;;;;;
1591;"9739";5;Fag., guld-, sølv- og gravørfag;;;;;;
1592;"9801";5;Sp., stålværksteknik;;;;;;
1593;"9802";5;Sp., beskyttelsesgassvejsning;;;;;;
1594;"9803";5;Sp., flammeskæring og gassvejsning;;;;;;
1595;"9804";5;Sp., lysbuesvejsning;;;;;;
1596;"9805";5;Sp., pladearbejde;;;;;;
1597;"9808";5;Sp., spåntagende bearbejdning;;;;;;
1598;"9863";5;Sp., metalindustri, forsøg;;;;;;
1599;"39985545";4;Værktøjsområdet, AMU;;;;;;
1600;"9710";5;Agr., arbejdsledelse maskin og værktøj;;;;;;
1601;"9740";5;Fag., maskin- og værktøjsteknik;;;;;;
1602;"39985550";4;Plastområdet, AMU;;;;;;
1603;"9695";5;Agr., arbejdsledelse plastindustri;;;;;;
1604;"9708";5;Agr., arbejdsledelse plastområdet;;;;;;
1605;"9832";5;Sp., plastindustrien;;;;;;
1606;"9864";5;Sp., metalindustri plastteknik;;;;;;
1607;"9871";5;Sp., plastindustri, forsøg;;;;;;
1608;"39985565";4;Finmekanik og urmager, AMU;;;;;;
1609;"9743";5;Fag., urmagerfag;;;;;;
1610;"39985570";4;Tekstil- og beklædningshåndværk, AMU;;;;;;
1611;"9327";5;Sp., konfektion og trikotage syning;;;;;;
1612;"9328";5;Sp., spinderiområdet;;;;;;
1613;"9704";5;Agr., arbejdsledelse tekstil og beklædning;;;;;;
1614;"9763";5;Fag., skrædderfag;;;;;;
1615;"9764";5;Fag., møbelpolstring og sadelmageri;;;;;;
1616;"9788";5;Fag., beklædning;;;;;;
1617;"9819";5;Sp., gardindekoratørområdet;;;;;;
1618;"9822";5;Sp., væveriområdet;;;;;;
1619;"9823";5;Sp., farveriområdet;;;;;;
1620;"9824";5;Sp., trikotageområdet;;;;;;
1621;"9825";5;Sp., skind- og rulamssyning;;;;;;
1622;"9827";5;Sp., garveriområdet;;;;;;
1623;"9828";5;Sp., møbelbetræksyning;;;;;;
1624;"9829";5;Sp., møbelpolstrer og autosadelmager;;;;;;
1625;"9852";5;Sp., beklædning og tekstil, forsøg;;;;;;
1626;"9853";5;Sp., tæppeområdet;;;;;;
1627;"9874";5;Sp., garveri læder;;;;;;
1628;"9884";5;Sp., tilskærerområdet;;;;;;
1629;"39985575";4;Optikerfag, AMU;;;;;;
1630;"9765";5;Fag., optikerfag;;;;;;
1631;"39985585";4;Skomagerområdet, AMU;;;;;;
1632;"9826";5;Sp., skoindustrien;;;;;;
1633;"9873";5;Sp., skoindustri, forsøg;;;;;;
1634;"399860";3;Teknik- og industriuddannelser i øvrigt, AMU;;;;;;
1635;"39986010";4;Teknik- og industriuddannelser i øvrigt, AMU;;;;;;
1636;"9816";5;Sp., porcelænsindustrien;;;;;;
1637;"399865";3;Transport og logistikområdet, AMU;;;;;;
1638;"39986510";4;Transport og logistik uden nærmere angivelse, AMU;;;;;;
1639;"9742";5;Fag., landtransportteknik;;;;;;
1640;"39986515";4;Lager-, havne- og terminalområdet, AMU;;;;;;
1641;"9851";5;Sp., havne- og terminalarbejde;;;;;;
1642;"39986535";4;Chauffør, AMU;;;;;;
1643;"9846";5;Sp., landtransport service;;;;;;
1644;"9847";5;Sp., chauffør extern transport;;;;;;
1645;"9848";5;Sp., redningstjeneste;;;;;;
1646;"9849";5;Sp., intern transport;;;;;;
1647;"9869";5;Sp., landtransport, forsøg;;;;;;
1648;"39986540";4;Transport- og logistik i øvrigt, AMU;;;;;;
1649;"9850";5;Sp., kranførerområdet;;;;;;
1650;"399890";3;Andre arbejdsmarkedsuddannelser, AMU;;;;;;
1651;"39989010";4;Erhvervsfiskeri mv., AMU;;;;;;
1652;"9334";5;Sp., fiskerierhvervet;;;;;;
1653;"9860";5;Sp., fiskerierhverv, forsøg;;;;;;
1654;"9886";5;Sp., vodbinderierhverv;;;;;;
1655;"40";1;Korte videregående uddannelser, KVU;;;;;;
1656;"4020";2;Pædagogisk, KVU;;;;;;
1657;"402015";3;Pædagog, KVU;;;;;;
1658;"40201510";4;Pædagog, KVU;;;;;;
1659;"0816";5;Børnehave- fritidspædagog (Rudolf Steiner) (privat udd.);;;;;;
1660;"402025";3;Andre pædagogiske uddannelser, KVU;;;;;;
1661;"40202515";4;Andre pædagogiske uddannelser, KVU;;;;;;
1662;"3804";5;Akademiuddannelse i tolkning;;;;;;
1663;"3851";5;Akademiuddannelse i ungdomspædagogik;;;;;;
1664;"8401";5;Akademiuddannelse i ungdoms- og voksenundervisning;;;;;;
1665;"8408";5;Akademiuddannelse i socialpædagogik;;;;;;
1666;"8441";5;Friluftsvejleder;;;;;;
1667;"8442";5;Almen uddannelse i sløjd;;;;;;
1668;"8443";5;Voksenunderviser;;;;;;
1669;"8444";5;Voksenvejleder;;;;;;
1670;"8523";5;Statsprøvet tolk;;;;;;
1671;"9132";5;Småbørnslærerinde;;;;;;
1672;"4024";2;Medier og kommunikation, KVU;;;;;;
1673;"402410";3;Kommunikation og formidling uden nærmere angivelse, KVU;;;;;;
1674;"40241010";4;Kommunikation og formidling uden nærmere angivelse, KVU;;;;;;
1675;"0141";5;Formidl.-erhvervsspr. una - udvekslingstud. (kort vidg.);;;;;;
1676;"0425";5;Formidling/erhvervssprog, ivu (kvu);;;;;;
1677;"402415";3;Multimediedesign, KVU;;;;;;
1678;"40241510";4;Multimediedesign, KVU;;;;;;
1679;"5082";5;Multimediedesigner;;;;;;
1680;"5293";5;Multimediedesigner;;;;;;
1681;"5294";5;Multimedia Design;;;;;;
1682;"402420";3;Grafisk design og kommunikation, KVU;;;;;;
1683;"40242010";4;Grafisk design og kommunikation, KVU;;;;;;
1684;"5001";5;Akademiuddannelse i kreativitet og design;;;;;;
1685;"5087";5;Visualizer;;;;;;
1686;"5096";5;Akademiøkonom i grafisk kommunikation;;;;;;
1687;"402440";3;Medier og kommunikation i øvrigt, KVU;;;;;;
1688;"40244010";4;Medier og kommunikation i øvrigt, KVU;;;;;;
1689;"3752";5;IT-administrator;;;;;;
1690;"4013";5;Mikroinstruktør;;;;;;
1691;"5000";5;Akademiuddannelse i projektledelse - medie- kommunik.branchen;;;;;;
1692;"5083";5;Mediekoordinator;;;;;;
1693;"4025";2;Humanistisk og teologisk, KVU;;;;;;
1694;"402580";3;Erhvervssprog, korrespondenter, KVU;;;;;;
1695;"40258010";4;1 erhverssprog, korrespondent, KVU;;;;;;
1696;"5630";5;Erhvervssproglig korrespondent una;;;;;;
1697;"5631";5;Erhvervssproglig korrespondent, engelsk;;;;;;
1698;"5632";5;Erhvervssproglig korrespondent, fransk;;;;;;
1699;"5633";5;Erhvervssproglig korrespondent, italiensk;;;;;;
1700;"5635";5;Erhvervssproglig korrespondent, russisk;;;;;;
1701;"5636";5;Erhvervssproglig korrespondent, spansk;;;;;;
1702;"5637";5;Erhvervssproglig korrespondent, tysk;;;;;;
1703;"9144";5;Korrespondent;;;;;;
1704;"402590";3;Erhvervssprog, øvrige uddannelser, KVU;;;;;;
1705;"40259015";4;Erhvervssprog, begynderprøve, KVU;;;;;;
1706;"5493";5;Erhvervssproglig begynderprøve, italiensk;;;;;;
1707;"5495";5;Erhvervssproglig begynderprøve, russisk;;;;;;
1708;"5496";5;Erhvervssproglig begynderprøve, spansk;;;;;;
1709;"4030";2;Kunstnerisk, KVU;;;;;;
1710;"403010";3;Kunstnerisk uden nærmere angivelse, KVU;;;;;;
1711;"40301010";4;Kunstnerisk uden nærmere angivelse, KVU;;;;;;
1712;"0430";5;Kunstnerisk, ivu (kvu);;;;;;
1713;"403055";3;Kunsthåndværk, KVU;;;;;;
1714;"40305510";4;Kunsthåndværk, KVU;;;;;;
1715;"4075";5;Kunsthåndværk, guld- og sølvformgivning;;;;;;
1716;"7667";5;Smykkeformgiver;;;;;;
1717;"403065";3;Musik, KVU;;;;;;
1718;"40306555";4;Musikuddannelser i øvrigt, KVU;;;;;;
1719;"0806";5;Præliminær organistuddannelse 2 år (privat udd.);;;;;;
1720;"5895";5;Musikprofil;;;;;;
1721;"6020";5;Kirkemusiker Orgel og Korledelse (KMOK);;;;;;
1722;"6021";5;Basislinje orgel;;;;;;
1723;"6026";5;Eksamenslinje Klokkenist;;;;;;
1724;"403090";3;Kunstnerisk i øvrigt, KVU;;;;;;
1725;"40309010";4;Kunstnerisk i øvrigt, KVU;;;;;;
1726;"0800";5;Forfatteruddannelsen (privat udd.);;;;;;
1727;"0803";5;Billedkunst (privat udd.);;;;;;
1728;"4038";2;Samfundsfaglig, Økonomisk-Merkantil, KVU;;;;;;
1729;"403810";3;Samfundsfaglig, Økonomisk-Merkantil uden nærmere angivelse, KVU;;;;;;
1730;"40381010";4;Samfundsfaglig, Økonomisk-Merkantil uden nærmere angivelse, KVU;;;;;;
1731;"0144";5;Samfundsfaglig una - udvekslingstud. (kort vidg.);;;;;;
1732;"0439";5;Samfundsfaglig, ivu (kvu);;;;;;
1733;"3765";5;Erhvervsdiplom Merkonom;;;;;;
1734;"3810";5;Merkonom;;;;;;
1735;"3836";5;Akademiuddannelse uden profil;;;;;;
1736;"3875";5;Akademiøkonom una;;;;;;
1737;"403815";3;Administrationsøkonom mv., KVU;;;;;;
1738;"40381510";4;Administrationsøkonom mv., KVU;;;;;;
1739;"3801";5;Akademiuddannelse i skatter og afgifter;;;;;;
1740;"3802";5;Akademiuddannelse i socialt arbejde;;;;;;
1741;"3803";5;Akademiuddannelse i beskæftigelse;;;;;;
1742;"3840";5;Akademiuddannelse i ledelse;;;;;;
1743;"3842";5;Akademiuddannelse i innovation og produkt og produktion;;;;;;
1744;"3844";5;Akademiuddannelse i human ressource;;;;;;
1745;"3845";5;Revision;;;;;;
1746;"3849";5;Akademiuddannelse i offentlig forvaltning og administration;;;;;;
1747;"5003";5;Akademiøkonom i kommunikation og reklame;;;;;;
1748;"5005";5;Akademiøkonom i international erhvervsinformation;;;;;;
1749;"5076";5;Akademiøkonom i designmanagement;;;;;;
1750;"5085";5;Akademiøkonom i kommunikation og formidling;;;;;;
1751;"5125";5;Administrationsøkonom;;;;;;
1752;"5137";5;E-designer;;;;;;
1753;"5573";5;E-designer;;;;;;
1754;"5574";5;E-design;;;;;;
1755;"8604";5;Akademiuddannelse til statonom;;;;;;
1756;"9203";5;Fa forvaltningshøjskole, staten;;;;;;
1757;"9529";5;Fd(k) forvaltningsfagligt diplomkursus, kommunalt;;;;;;
1758;"9533";5;Fa(k) forvaltningsfaglig afgangseksamen, kommunal;;;;;;
1759;"9534";5;Sf1 socialforvaltning 1;;;;;;
1760;"9535";5;Sk2 skatteforvaltning 2;;;;;;
1761;"9536";5;Fa forvaltningsfaglig afgangseksamen una;;;;;;
1762;"9537";5;Sk1 skatteforvaltning 1;;;;;;
1763;"9538";5;Sf2 socialforvaltning 2;;;;;;
1764;"9539";5;Fd(s) forvaltningsfagligt diplomkursus, staten;;;;;;
1765;"9541";5;Fd forvaltningsfagligt diplomkursus, sygehuse;;;;;;
1766;"9542";5;Forvaltningsfagligt specialkursus;;;;;;
1767;"403820";3;Finansøkonom mv., KVU;;;;;;
1768;"40382010";4;Finansøkonom mv., KVU;;;;;;
1769;"3775";5;Finansiel videreuddannelse;;;;;;
1770;"3800";5;Financial controller;;;;;;
1771;"3839";5;Akademiuddannelse i økonomi- og ressourcestyring;;;;;;
1772;"3843";5;Akademiuddannelse i finansiel rådgivning;;;;;;
1773;"4027";5;Akademiøkonom i økonomi og informatik;;;;;;
1774;"5007";5;Akademiøkonom i miljø og økonomi;;;;;;
1775;"5077";5;Akademiøkonom i sprog og økonomi;;;;;;
1776;"5121";5;Finansøkonom;;;;;;
1777;"5567";5;Finansøkonom;;;;;;
1778;"5568";5;Financial Management;;;;;;
1779;"403825";3;Handels- og markedsføringsøkonom mv., KVU;;;;;;
1780;"40382510";4;Handels- og markedsføringsøkonom mv., KVU;;;;;;
1781;"3760";5;Ejendomsmægler;;;;;;
1782;"3806";5;Akademiuddannelse i international handel og markedsføring;;;;;;
1783;"3837";5;Akademiuddannelse i kommunikation og formidling;;;;;;
1784;"3838";5;Akademiuddannelse i international handel og markedsføring;;;;;;
1785;"3852";5;Akademiuddannelse i retail;;;;;;
1786;"4000";5;Markedsøkonom;;;;;;
1787;"4005";5;Akademiøkonom i indkøb og import;;;;;;
1788;"4011";5;Akademiøkonom i international handel;;;;;;
1789;"4012";5;Akademiøkonom i international markedsføring;;;;;;
1790;"4015";5;Eksportkonsulent;;;;;;
1791;"4019";5;Eksporttekniker;;;;;;
1792;"4021";5;Akademiøkonom i afsætning;;;;;;
1793;"4022";5;Akademiøkonom i eksport;;;;;;
1794;"4023";5;Akademiøkonom i indenlandsk afsætning;;;;;;
1795;"4024";5;Akademiøkonom i detailhandel;;;;;;
1796;"4025";5;Akademiøkonom i udenrigshandel;;;;;;
1797;"4026";5;Akademiøkonom i markedsføring og service;;;;;;
1798;"5004";5;Akademiøkonom, salgskonsulent;;;;;;
1799;"5006";5;Akademiøkonom i internationalt salg;;;;;;
1800;"5020";5;Akademiøkonom i bilbranchen;;;;;;
1801;"5025";5;Eksamineret eksportør;;;;;;
1802;"5078";5;Akademiøkonom i handel med fast ejendom;;;;;;
1803;"5084";5;Innovation og entrepreneurship;;;;;;
1804;"5094";5;Akademiøkonom i østeuropæisk handel;;;;;;
1805;"5095";5;Akademiøkonom i markedskommunikation;;;;;;
1806;"5122";5;Handelsøkonom;;;;;;
1807;"5123";5;Markedsføringsøkonom;;;;;;
1808;"5143";5;Markedsføringsøkonom;;;;;;
1809;"5296";5;Markedsføringsøkonom;;;;;;
1810;"5297";5;Marketing Management;;;;;;
1811;"5558";5;Handelsøkonom;;;;;;
1812;"5559";5;Commerce Management;;;;;;
1813;"403830";3;Serviceøkonom mv., KVU;;;;;;
1814;"40383010";4;Serviceøkonom mv., KVU;;;;;;
1815;"3970";5;Akademiuddannelse i oplevelsesøkonomi;;;;;;
1816;"4016";5;Hotel- og rejselivstekniker;;;;;;
1817;"4028";5;Akademiøkonon i service, hotel og turisme;;;;;;
1818;"5008";5;Akademiøkonom i sport og fritid;;;;;;
1819;"5009";5;Akademiøkonom i hotel- og restaurantledelse;;;;;;
1820;"5093";5;Akademiøkonom i servicesektor management;;;;;;
1821;"5124";5;Serviceøkonom;;;;;;
1822;"5538";5;Serviceøkonom;;;;;;
